gismu,gismu_shape,pos_tendency,gismu_new,gismu_new_shape,cmavo_rafsi_1,cmavo_rafsi_2,cmavo_rafsi_3,excluded,coef1_1,coef1_2,coef1_3,form_shape_1,form_shape_2,form_shape_3,rafsi_pos_1,rafsi_pos_2,rafsi_pos_3,rafsi_pos,gismu_sum,meaning,override,gismu_new_count
mokca,CACCA,neut,mos,CAC,moc,,, ,18.8,0.0,0.0,CAC,,,124,,,124 12345,95,point,,2
purdi,CACCA,neut,pud,CAC,pud,,, ,18.8,0.0,0.0,CAC,,,124,,,124 12345,95,garden,,1
vinji,CACCA,ini,vis,CAC,vij,,, ,31.5,0.0,0.0,CAC,,,124,,,124 12345,95,airplane,,1
cikre,CACCA,??,cikr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,95,repair,,1
dukti,CACCA,neut,dud,CAC,dut,,, ,28.8,0.0,0.0,CAC,,,124,,,124 12345,94,opposite,,1
kantu,CACCA,fin,kau,CAA,ka'u,,, ,100.0,0.0,0.0,CAA,,,125,,,125 12345,94,quantum,,3
narju,CACCA,ini,nas,CAC,naj,,, ,2.2,0.0,0.0,CAC,,,124,,,124 12345,94,orange,,2
cedra,CACCA,fin,cedr,CACC,cedr,,, ,10.7,0.0,0.0,CACC,,,1234,,,1234 12345,93,era,,1
jarki,CACCA,ini,jag,CAC,jak,,, ,66.1,0.0,0.0,CAC,,,124,,,124 12345,93,narrow,,1
mekso,CACCA,neut,meg,CAC,mek,,, ,3.3,0.0,0.0,CAC,,,123,,,123 12345,93,MEX,,1
xalka,CACCA,neut,xal,CAC,xal,,, ,50.0,0.0,0.0,CAC,,,123,,,123 12345,93,alcohol,,1
mapku,CACCA,fin,mab,CAC,map,,, ,2.2,0.0,0.0,CAC,,,123,,,123 12345,92,cap,,3
pante,CACCA,fin,pad,CAC,pat,,, ,4.1,0.0,0.0,CAC,,,124,,,124 12345,92,protest,,1
derxi,CACCA,fin,dre,CCA,dre,,, ,92.2,0.0,0.0,CCA,,,132,,,132 12345,91,heap,,1
sakta,CACCA,neut,sad,CAC,sat,,, ,24.7,0.0,0.0,CAC,,,124,,,124 12345,91,sugar,,2
sumne,CACCA,fin,sumn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,91,smell,,1
citri,CACCA,ini,cir,CAC,cir,,, ,52.5,0.0,0.0,CAC,,,124,,,124 12345,90,history,,2
tunta,CACCA,ini,tun,CAC,tun,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,90,poke,,2
dikca,CACCA,ini,dis,CAC,dic,,, ,74.5,0.0,0.0,CAC,,,124,,,124 12345,89,electric,,1
farvi,CACCA,neut,fab,CAC,fav,,, ,9.6,0.0,0.0,CAC,,,124,,,124 12345,88,develop,,1
xukmi,CACCA,ini,xum,CAC,xum,xu'i,,  ,46.3,16.7,0.0,CAC,CAA,,124,125,,124 125 12345,88,chemical,,1
cidni,CACCA,ini,cid,CAC,cid,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,86,knee,,1
malsi,CACCA,fin,mas,CAC,mas,,, ,4.9,0.0,0.0,CAC,,,124,,,124 12345,86,temple,,2
sakli,CACCA,neut,sal,CAC,sal,,, ,19.4,0.0,0.0,CAC,,,124,,,124 12345,86,slide,,1
tisna,CACCA,ini,tis,CAC,tis,,, ,45.8,0.0,0.0,CAC,,,123,,,123 12345,86,fill,,2
canlu,CACCA,fin,cau,CAA,ca'u,cal,,  ,45.3,13.2,0.0,CAA,CAC,,125,124,,124 125 12345,84,space,,3
manci,CACCA,ini,mas,CAC,mac,,, ,9.0,0.0,0.0,CAC,,,124,,,124 12345,83,wonder,,2
betri,CACCA,??,betr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,83,tragedy,,1
funca,CACCA,fin,fua,CAA,fu'a,fun,,  ,100.0,25.5,0.0,CAA,CAC,,125,123,,123 125 12345,81,luck,,1
kusru,CACCA,neut,kus,CAC,kus,,, ,5.2,0.0,0.0,CAC,,,123,,,123 12345,81,cruel,,2
mucti,CACCA,ini,mud,CAC,mut,,, ,100.0,0.0,0.0,CAC,,,124,,,124 12345,81,immaterial,,3
pindi,CACCA,ini,pid,CAC,pid,,, ,42.1,0.0,0.0,CAC,,,124,,,124 12345,81,poor,,2
risna,CACCA,neut,risn,CACC,risn,,, ,6.6,0.0,0.0,CACC,,,1234,,,1234 12345,81,heart,,1
cinki,CACCA,fin,cink,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,81,insect,,1
barna,CACCA,ini,ban,CAC,ba'a,,, ,21.1,0.0,0.0,CAA,,,125,,,125 12345,80,mark,,1
jukni,CACCA,ini,jug,CAC,juk,,, ,45.5,0.0,0.0,CAC,,,123,,,123 12345,80,spider,,1
papri,CACCA,ini,papr,CACC,papr,,, ,12.2,0.0,0.0,CACC,,,1234,,,1234 12345,80,page,,1
pilji,CACCA,fin,pij,CAC,pi'i,,, ,100.0,0.0,0.0,CAA,,,125,,,125 12345,80,multiply,,1
sarxe,CACCA,fin,sag,CAC,sax,,, ,6.7,0.0,0.0,CAC,,,124,,,124 12345,80,harmonious,,3
cange,CACCA,ini,cag,CAC,cag,,, ,18.3,0.0,0.0,CAC,,,124,,,124 12345,79,farm,,3
jenmi,CACCA,fin,jem,CAC,jei,jem,,  ,16.7,3.0,0.0,CAA,CAC,,125,124,,124 125 12345,79,army,,1
kerlo,CACCA,ini,ker,CAC,ker,,, ,29.5,0.0,0.0,CAC,,,123,,,123 12345,79,ear,,1
rectu,CACCA,neut,reu,CAA,re'u,rec,,  ,36.0,22.0,0.0,CAA,CAC,,125,123,,123 125 12345,79,meat,,2
rigni,CACCA,ini,rig,CAC,rig,,, ,51.9,0.0,0.0,CAC,,,123,,,123 12345,79,disgusting,,1
rinju,CACCA,fin,riu,CAA,ri'u,,, ,62.0,0.0,0.0,CAA,,,125,,,125 12345,79,restrain,,2
tutra,CACCA,fin,tud,CAC,tut,,, ,2.6,0.0,0.0,CAC,,,123,,,123 12345,79,territory,,1
jinzi,CACCA,neut,jis,CAC,jiz,,, ,14.7,0.0,0.0,CAC,,,124,,,124 12345,78,innate,,2
pinfu,CACCA,ini,pib,CAC,pif,,, ,30.0,0.0,0.0,CAC,,,124,,,124 12345,78,prisoner,,1
rotsu,CACCA,neut,tsu,CCA,tsu,ro'u,,  ,57.1,28.6,0.0,CCA,CAA,,345,125,,125 345 12345,78,thick,,1
rebla,CACCA,??,rebl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,78,tail,,1
cerda,CACCA,neut,ced,CAC,ced,,, ,6.9,0.0,0.0,CAC,,,124,,,124 12345,77,heir,,1
cinla,CACCA,fin,cinl,CACC,cinl,,, ,8.5,0.0,0.0,CACC,,,1234,,,1234 12345,77,thin,,1
lacri,CACCA,neut,las,CAC,lac,,, ,26.2,0.0,0.0,CAC,,,123,,,123 12345,77,rely,,4
linsi,CACCA,neut,lin,CAC,lin,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,77,chain,,2
murse,CACCA,fin,murs,CACC,murs,,, ,4.1,0.0,0.0,CACC,,,1234,,,1234 12345,77,glimmering,,1
molki,CACCA,fin,mlo,CCA,mlo,,, ,100.0,0.0,0.0,CCA,,,132,,,132 12345,76,mill,,1
narge,CACCA,neut,nag,CAC,nag,,, ,3.4,0.0,0.0,CAC,,,124,,,124 12345,76,nut,,2
renvi,CACCA,neut,rev,CAC,re'i,,, ,20.0,0.0,0.0,CAA,,,125,,,125 12345,76,survive,,1
rimni,CACCA,neut,rim,CAC,rim,,, ,3.7,0.0,0.0,CAC,,,123,,,123 12345,76,rhyme,,1
batke,CACCA,ini,batk,CACC,batk,,, ,100.0,0.0,0.0,CACC,,,1234,,,1234 12345,75,button,,1
daski,CACCA,ini,dask,CACC,dask,,, ,31.6,0.0,0.0,CACC,,,1234,,,1234 12345,75,pocket,,1
jinga,CACCA,ini,jia,CAA,ji'a,jig,,  ,77.8,24.1,0.0,CAA,CAC,,125,124,,124 125 12345,75,win,,1
panka,CACCA,fin,pank,CACC,pank,,, ,4.2,0.0,0.0,CACC,,,1234,,,1234 12345,75,park,,1
cukla,CACCA,ini,cug,CAC,cuk,,, ,25.4,0.0,0.0,CAC,,,123,,,123 12345,74,round,,1
gunro,CACCA,neut,gur,CAC,gu'o,gur,,  ,29.2,25.0,0.0,CAA,CAC,,125,124,,124 125 12345,74,roll,,1
litki,CACCA,ini,lig,CAC,lik,,, ,15.6,0.0,0.0,CAC,,,124,,,124 12345,74,liquid,,2
sigja,CACCA,ini,sig,CAC,sig,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,74,cigar,,2
tinsa,CACCA,neut,tins,CACC,tins,,, ,8.8,0.0,0.0,CACC,,,1234,,,1234 12345,74,stiff,,1
curnu,CACCA,fin,cur,CAC,cur,,, ,15.9,0.0,0.0,CAC,,,123,,,123 12345,73,worm,,1
satre,CACCA,fin,sai,CAA,sa'e,,, ,100.0,0.0,0.0,CAA,,,125,,,125 12345,72,stroke,,3
tinbe,CACCA,fin,tib,CAC,tib,,, ,4.3,0.0,0.0,CAC,,,124,,,124 12345,72,obey,,3
xislu,CACCA,neut,xil,CAC,xil,xi'u,,  ,96.9,28.1,0.0,CAC,CAA,,124,125,,124 125 12345,72,wheel,,1
burna,CACCA,neut,burn,CACC,burn,,, ,20.3,0.0,0.0,CACC,,,1234,,,1234 12345,71,embarrassed,,1
kojna,CACCA,neut,kua,CAA,ko'a,koj,,  ,28.6,16.3,0.0,CAA,CAC,,125,123,,123 125 12345,71,corner,,2
kuspe,CACCA,neut,kui,CAA,ku'e,kup,,  ,100.0,21.1,0.0,CAA,CAC,,125,124,,124 125 12345,71,range,,2
ratni,CACCA,ini,rad,CAC,rat,,, ,54.3,0.0,0.0,CAC,,,123,,,123 12345,71,atom,,2
pinji,CACCA,fin,pinj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,71,penis,,1
sumji,CACCA,fin,sumj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,71,sum,,1
bisli,CACCA,ini,bis,CAC,bis,,, ,22.8,0.0,0.0,CAC,,,123,,,123 12345,70,ice,,3
karda,CACCA,fin,kard,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,70,card,,1
korcu,CACCA,neut,kro,CCA,kro,,, ,100.0,0.0,0.0,CCA,,,132,,,132 12345,69,bent,,1
ladru,CACCA,neut,lad,CAC,lad,,, ,21.1,0.0,0.0,CAC,,,123,,,123 12345,69,milk,,1
bumru,CACCA,fin,bumr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,69,fog,,1
fancu,CACCA,ini,fanc,CACC,fanc,,, ,6.2,0.0,0.0,CACC,,,1234,,,1234 12345,68,function,,1
kubli,CACCA,neut,kub,CAC,kub,,, ,19.3,0.0,0.0,CAC,,,123,,,123 12345,68,cube,,2
kukte,CACCA,ini,kug,CAC,kuk,,, ,33.3,0.0,0.0,CAC,,,123,,,123 12345,68,delicious,,1
ragve,CACCA,ini,rab,CAC,rav,,, ,16.7,0.0,0.0,CAC,,,124,,,124 12345,68,across,,3
xalni,CACCA,??,xaln,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,68,panic,,1
datka,CACCA,ini,datk,CACC,datk,,, ,31.4,0.0,0.0,CACC,,,1234,,,1234 12345,67,duck,,1
junri,CACCA,ini,jur,CAC,jur,,, ,19.6,0.0,0.0,CAC,,,124,,,124 12345,67,serious,,1
xasli,CACCA,ini,xasl,CACC,xasl,,, ,3.1,0.0,0.0,CACC,,,1234,,,1234 12345,67,donkey,,1
bikla,CACCA,ini,big,CAC,bik,,, ,4.8,0.0,0.0,CAC,,,123,,,123 12345,66,whip,,2
bongu,CACCA,neut,bog,CAC,bo'u,bog,,  ,41.0,28.2,0.0,CAA,CAC,,125,124,,124 125 12345,66,bone,,1
boxna,CACCA,ini,bon,CAC,bon,bo'a,,  ,42.2,4.4,0.0,CAC,CAA,,124,125,,124 125 12345,66,wave,,1
cimni,CACCA,neut,cimn,CACC,cimn,,, ,11.9,0.0,0.0,CACC,,,1234,,,1234 12345,66,infinite,,1
ganzu,CACCA,fin,ganz,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,66,organize,,1
marbi,CACCA,ini,mra,CCA,mra,,, ,48.9,0.0,0.0,CCA,,,132,,,132 12345,65,shelter,,1
nirna,CACCA,ini,nir,CAC,nir,,, ,19.7,0.0,0.0,CAC,,,123,,,123 12345,65,nerve,,1
ranxi,CACCA,ini,rag,CAC,rax,,, ,14.0,0.0,0.0,CAC,,,124,,,124 12345,65,irony,,3
jalra,CACCA,fin,jalr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,65,cockroach,,1
ginka,CACCA,ini,gig,CAC,gik,,, ,3.2,0.0,0.0,CAC,,,124,,,124 12345,64,camp,,1
kecti,CACCA,ini,ket,CAC,ke'i,kec,,  ,64.1,64.1,0.0,CAA,CAC,,125,123,,123 125 12345,64,pity,,1
tunba,CACCA,ini,tub,CAC,tub,,, ,100.0,0.0,0.0,CAC,,,124,,,124 12345,64,sibling,,1
manti,CACCA,ini,mant,CACC,mant,,, ,18.9,0.0,0.0,CACC,,,1234,,,1234 12345,63,ant,,1
tanbo,CACCA,fin,tau,CAA,ta'o,,, ,100.0,0.0,0.0,CAA,,,125,,,125 12345,63,board,,4
danre,CACCA,neut,dai,CAA,da'e,,, ,72.2,0.0,0.0,CAA,,,125,,,125 12345,62,pressure,,3
marna,CACCA,ini,marn,CACC,marn,,, ,3.3,0.0,0.0,CACC,,,1234,,,1234 12345,62,hemp,,1
ranmi,CACCA,neut,ram,CAC,ram,,, ,14.8,0.0,0.0,CAC,,,124,,,124 12345,62,myth,,1
janco,CACCA,ini,jan,CAC,jan,,, ,13.0,0.0,0.0,CAC,,,123,,,123 12345,61,shoulder,,2
jerna,CACCA,neut,jern,CACC,jern,,, ,21.8,0.0,0.0,CACC,,,1234,,,1234 12345,61,earn,,1
pilka,CACCA,fin,pia,CAA,pi'a,pil,,  ,86.7,30.0,0.0,CAA,CAC,,125,123,,123 125 12345,61,crust,,1
tivni,CACCA,ini,tib,CAC,tiv,,, ,12.1,0.0,0.0,CAC,,,123,,,123 12345,61,television,,3
vanju,CACCA,ini,van,CAC,van,,, ,64.9,0.0,0.0,CAC,,,123,,,123 12345,61,wine,,1
xarju,CACCA,fin,xas,CAC,xaj,,, ,17.3,0.0,0.0,CAC,,,124,,,124 12345,61,pig,,3
dimna,CACCA,neut,dim,CAC,dim,,, ,30.6,0.0,0.0,CAC,,,123,,,123 12345,60,fate,,1
kalci,CACCA,fin,kalc,CACC,kalc,,, ,3.4,0.0,0.0,CACC,,,1234,,,1234 12345,60,feces,,1
xendo,CACCA,neut,xeu,CAA,xe'o,xed,,  ,16.7,10.4,0.0,CAA,CAC,,125,124,,124 125 12345,60,kind,,1
lazni,CACCA,fin,lazn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,60,lazy,,1
jemna,CACCA,fin,jme,CCA,jme,,, ,51.3,0.0,0.0,CCA,,,132,,,132 12345,59,gem,,1
nutli,CACCA,fin,nui,CAA,nu'i,nul,,  ,66.7,12.1,0.0,CAA,CAC,,125,124,,124 125 12345,59,neutral,,2
sabji,CACCA,neut,sab,CAC,sab,,, ,11.3,0.0,0.0,CAC,,,123,,,123 12345,59,provide,,1
sitna,CACCA,ini,sid,CAC,sit,,, ,3.5,0.0,0.0,CAC,,,123,,,123 12345,59,cite,,1
sobde,CACCA,ini,soi,CAA,so'e,,, ,100.0,0.0,0.0,CAA,,,125,,,125 12345,59,soya,,2
tilju,CACCA,??,tilj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,59,heavy,,1
balre,CACCA,fin,bai,CAA,ba'e,,, ,66.7,0.0,0.0,CAA,,,125,,,125 12345,58,blade,,3
salpo,CACCA,neut,sau,CAA,sa'o,,, ,20.8,0.0,0.0,CAA,,,125,,,125 12345,58,slope,,3
ferti,CACCA,neut,fre,CCA,fre,,, ,52.5,0.0,0.0,CCA,,,132,,,132 12345,57,fertile,,1
sakci,CACCA,ini,sag,CAC,sak,,, ,90.0,0.0,0.0,CAC,,,123,,,123 12345,57,suck,,3
tunlo,CACCA,fin,tul,CAC,tu'o,tul,,  ,37.8,16.2,0.0,CAA,CAC,,125,124,,124 125 12345,57,swallow,,1
pikta,CACCA,fin,pikt,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,57,ticket,,1
julne,CACCA,neut,jui,CAA,ju'e,,, ,47.4,0.0,0.0,CAA,,,125,,,125 12345,56,net,,2
kacma,CACCA,ini,kacm,CACC,kacm,,, ,80.6,0.0,0.0,CACC,,,1234,,,1234 12345,56,camera,,1
kelvo,CACCA,fin,keu,CAA,ke'o,,, ,33.3,0.0,0.0,CAA,,,125,,,125 12345,56,kelvin,,1
lanme,CACCA,ini,lan,CAC,lan,,, ,75.0,0.0,0.0,CAC,,,123,,,123 12345,56,sheep,,2
ralte,CACCA,fin,rai,CAA,ra'e,,, ,36.7,0.0,0.0,CAA,,,125,,,125 12345,55,retain,,3
jinto,CACCA,neut,jint,CACC,,,, jint,0.0,0.0,0.0,,,,,,,12345,55,well,,1
banfi,CACCA,fin,banf,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,55,amphibian,,1
nukni,CACCA,??,nukn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,55,magenta,,1
talsa,CACCA,neut,tal,CAC,tal,,, ,19.6,0.0,0.0,CAC,,,123,,,123 12345,54,challenge,,2
kagni,CACCA,fin,kagn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,54,company,,1
citsi,CACCA,fin,cits,CACC,cits,,, ,6.0,0.0,0.0,CACC,,,1234,,,1234 12345,53,season,,1
vikmi,CACCA,neut,vim,CAC,vi'i,vim,,  ,38.7,38.7,0.0,CAA,CAC,,125,124,,124 125 12345,53,excrete,,1
sunga,CACCA,??,sung,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,53,garlic,,1
cindu,CACCA,fin,cind,CACC,cind,,, ,8.3,0.0,0.0,CACC,,,1234,,,1234 12345,52,oak,,1
bakfu,CACCA,fin,bakf,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,52,bundle,,1
cimde,CACCA,fin,cimd,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,52,dimension,,1
bargu,CACCA,neut,bag,CAC,bag,,, ,4.1,0.0,0.0,CAC,,,124,,,124 12345,51,arch,,3
gidva,CACCA,fin,gia,CAA,gi'a,gid,,  ,11.1,2.2,0.0,CAA,CAC,,125,123,,123 125 12345,51,guide,,1
rirci,CACCA,ini,rirc,CACC,rirc,,, ,4.1,0.0,0.0,CACC,,,1234,,,1234 12345,51,rare,,1
runta,CACCA,neut,runt,CACC,runt,,, ,21.4,0.0,0.0,CACC,,,1234,,,1234 12345,51,dissolve,,1
xazdo,CACCA,fin,zdo,CCA,zdo,,, ,59.4,0.0,0.0,CCA,,,345,,,345 12345,51,Asiatic,,1
mavji,CACCA,ini,mab,CAC,mav,,, ,28.2,0.0,0.0,CAC,,,123,,,123 12345,50,oats,,3
pulce,CACCA,ini,pui,CAA,pu'e,,, ,16.3,0.0,0.0,CAA,,,125,,,125 12345,50,dust,,3
jijnu,CACCA,neut,jijn,CACC,,,, jij,0.0,0.0,0.0,,,,,,,12345,50,intuit,,1
fusra,CACCA,fin,fusr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,50,rotten,,1
kensa,CACCA,ini,kes,CAC,kes,,, ,100.0,0.0,0.0,CAC,,,124,,,124 12345,49,outer space,,1
daplu,CACCA,fin,plu,CCA,plu,,, ,100.0,0.0,0.0,CCA,,,345,,,345 12345,48,island,,1
lunbe,CACCA,ini,lub,CAC,lub,,, ,11.6,0.0,0.0,CAC,,,124,,,124 12345,48,bare,,1
purmo,CACCA,fin,pum,CAC,pu'o,,, ,100.0,0.0,0.0,CAA,,,125,,,125 12345,48,powder,,1
rufsu,CACCA,neut,rub,CAC,ruf,,, ,4.3,0.0,0.0,CAC,,,123,,,123 12345,48,rough,,1
torni,CACCA,ini,ton,CAC,ton,to'i,,  ,17.5,2.5,0.0,CAC,CAA,,124,125,,124 125 12345,48,twist,,1
tapla,CACCA,fin,tapl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,48,tile,,1
febvi,CACCA,neut,feb,CAC,feb,,, ,6.8,0.0,0.0,CAC,,,123,,,123 12345,47,boil,,2
marde,CACCA,neut,mad,CAC,mad,,, ,31.6,0.0,0.0,CAC,,,124,,,124 12345,47,morals,,2
nejni,CACCA,neut,nen,CAC,nen,,, ,56.7,0.0,0.0,CAC,,,124,,,124 12345,47,energy,,1
dirgo,CACCA,neut,dig,CAC,dig,,, ,15.0,0.0,0.0,CAC,,,124,,,124 12345,46,drop,,2
galxe,CACCA,ini,galx,CACC,galx,,, ,31.4,0.0,0.0,CACC,,,1234,,,1234 12345,46,throat,,1
mixre,CACCA,fin,xre,CCA,xre,,, ,46.9,0.0,0.0,CCA,,,345,,,345 12345,46,mixture,,1
tatru,CACCA,ini,tad,CAC,tat,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,46,breast,,2
kumte,CACCA,fin,kumt,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,46,camel,,1
juxre,CACCA,fin,juxr,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,46,clumsy,,1
balni,CACCA,??,baln,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,46,balcony,,1
rango,CACCA,fin,rag,CAC,rag,,, ,21.6,0.0,0.0,CAC,,,124,,,124 12345,45,organ,,3
xarnu,CACCA,neut,xarn,CACC,xarn,,, ,18.4,0.0,0.0,CACC,,,1234,,,1234 12345,45,stubborn,,1
bifce,CACCA,ini,bis,CAC,bic,,, ,100.0,0.0,0.0,CAC,,,124,,,124 12345,44,bee,,3
genja,CACCA,neut,ges,CAC,gej,,, ,4.7,0.0,0.0,CAC,,,124,,,124 12345,44,root,,1
tamne,CACCA,fin,tamn,CACC,tamn,,, ,2.3,0.0,0.0,CACC,,,1234,,,1234 12345,44,cousin,,1
vensa,CACCA,ini,ves,CAC,ves,,, ,57.1,0.0,0.0,CAC,,,124,,,124 12345,44,spring,,1
pimlu,CACCA,fin,piu,CAA,pi'u,pim,,  ,100.0,20.0,0.0,CAA,CAC,,125,123,,123 125 12345,43,feather,,2
randa,CACCA,ini,rad,CAC,rad,,, ,34.4,0.0,0.0,CAC,,,124,,,124 12345,43,yield,,2
tamji,CACCA,neut,tas,CAC,taj,,, ,13.2,0.0,0.0,CAC,,,124,,,124 12345,43,thumb,,2
kamju,CACCA,fin,kamj,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,43,column,,1
dirce,CACCA,neut,dic,CAC,di'e,,, ,16.7,0.0,0.0,CAA,,,125,,,125 12345,42,radiate,,1
palta,CACCA,ini,palt,CACC,palt,,, ,61.5,0.0,0.0,CACC,,,1234,,,1234 12345,42,plate,,1
siclu,CACCA,ini,sil,CAC,sil,,, ,19.5,0.0,0.0,CAC,,,124,,,124 12345,42,whistle,,1
vindu,CACCA,ini,vid,CAC,vid,,, ,16.7,0.0,0.0,CAC,,,124,,,124 12345,42,poison,,2
dakli,CACCA,fin,dakl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,42,sack,,1
dunra,CACCA,ini,dur,CAC,dur,,, ,4.1,0.0,0.0,CAC,,,124,,,124 12345,41,winter,,1
jinru,CACCA,neut,jir,CAC,jir,,, ,20.6,0.0,0.0,CAC,,,124,,,124 12345,41,immerse,,1
nurma,CACCA,ini,num,CAC,num,,, ,7.9,0.0,0.0,CAC,,,124,,,124 12345,41,rural,,1
silna,CACCA,ini,siln,CACC,siln,,, ,24.2,0.0,0.0,CACC,,,1234,,,1234 12345,41,salt,,1
tagji,CACCA,ini,tag,CAC,tag,,, ,10.8,0.0,0.0,CAC,,,123,,,123 12345,41,snug,,2
tanko,CACCA,ini,tank,CACC,tank,,, ,100.0,0.0,0.0,CACC,,,1234,,,1234 12345,41,tobacco,,1
tarbi,CACCA,ini,tarb,CACC,tarb,,, ,5.0,0.0,0.0,CACC,,,1234,,,1234 12345,41,embryo,,1
senci,CACCA,fin,senc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,41,sneeze,,1
dinko,CACCA,??,dink,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,41,nail,,1
jimca,CACCA,??,jimc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,41,branch,,1
cokcu,CACCA,fin,cko,CCA,cko,,, ,100.0,0.0,0.0,CCA,,,132,,,132 12345,40,soak up,,1
cumla,CACCA,neut,cul,CAC,cul,,, ,11.1,0.0,0.0,CAC,,,124,,,124 12345,40,humble,,1
garna,CACCA,ini,gar,CAC,gar,,, ,100.0,0.0,0.0,CAC,,,123,,,123 12345,40,rail,,1
jinme,CACCA,ini,jim,CAC,jim,,, ,55.6,0.0,0.0,CAC,,,124,,,124 12345,40,metal,,1
junla,CACCA,ini,jul,CAC,jul,,, ,60.0,0.0,0.0,CAC,,,124,,,124 12345,40,clock,,1
kanxe,CACCA,ini,kag,CAC,kax,,, ,12.2,0.0,0.0,CAC,,,124,,,124 12345,40,conjunction,,2
perli,CACCA,ini,per,CAC,per,,, ,42.9,0.0,0.0,CAC,,,123,,,123 12345,40,pear,,1
minli,CACCA,fin,minl,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,40,mile,,1
pinsi,CACCA,fin,pins,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,40,pencil,,1
boxfo,CACCA,neut,bof,CAC,bo'o,bof,,  ,100.0,60.0,0.0,CAA,CAC,,125,124,,124 125 12345,39,sheet,,1
cutne,CACCA,ini,cud,CAC,cut,,, ,11.4,0.0,0.0,CAC,,,123,,,123 12345,39,chest,,1
lindi,CACCA,ini,lid,CAC,lid,,, ,69.6,0.0,0.0,CAC,,,124,,,124 12345,39,lightning,,2
carce,CACCA,fin,carc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,39,cart,,1
ralci,CACCA,neut,ras,CAC,rac,,, ,11.8,0.0,0.0,CAC,,,124,,,124 12345,38,delicate,,3
kanba,CACCA,fin,kanb,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,38,goat,,1
litce,CACCA,fin,litc,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,38,liter,,1
bilni,CACCA,ini,bil,CAC,bil,,, ,32.1,0.0,0.0,CAC,,,123,,,123 12345,37,military,,1
cilta,CACCA,neut,cil,CAC,cil,,, ,12.1,0.0,0.0,CAC,,,123,,,123 12345,37,thread,,1
lakse,CACCA,ini,lag,CAC,lak,,, ,89.5,0.0,0.0,CAC,,,123,,,123 12345,36,wax,,1
mifra,CACCA,neut,mib,CAC,mif,,, ,42.3,0.0,0.0,CAC,,,123,,,123 12345,36,code,,2
pinta,CACCA,ini,pin,CAC,pin,,, ,80.0,0.0,0.0,CAC,,,123,,,123 12345,36,level,,1
polje,CACCA,neut,plo,CCA,plo,,, ,71.4,0.0,0.0,CCA,,,132,,,132 12345,36,fold,,1
tirxu,CACCA,fin,tirx,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,36,tiger,,1
kamni,CACCA,fin,kamn,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,36,committee,,1
lante,CACCA,fin,lant,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,36,can,,1
bunda,CACCA,??,bund,CACC,,,,,0.0,0.0,0.0,,,,,,,12345,36,pound,,1
cakla,CACCA,fin,cakl,CACC,cakl,,, ,2.9,0.0,0.0,CACC,,,1234,,,1234 12345,35,chocolate,,1
janli,CACCA,neut,jal,CAC,jal,,, ,14.7,0.0,0.0,CAC,,,124,,,124 12345,35,collide,,1
