cmavo_composite,freq,dubious,eleven,not_found,notes
loke'a,2,,,1,CMAVO4
loke'unai,2,,,1,CMAVO4
loki,52,question_mark,,1,CMAVO
lokiti,1,,,1,CMAVO
loko,20,,,1,CMAVO
loko'a,3,,,1,CMAVO4
loli'i,2,,,1,CMAVO4
loma,6,,,1,CMAVO
lomele,1,,,1,CMAVO4
lomeri,1,,,1,CMAVO
lomi,27,,,1,CMAVO
lomi'a,8,,,1,CMAVO
lomo,1,,,1,CMAVO
lomu'e,11,,,1,CMAVO
lona'o,1,,,1,CMAVO
loni,27,question_mark,,1,CMAVO
lono'a,1,,,1,CMAVO4
lonu,333,,,1,CMAVO
lonupu'o,1,,,1,CMAVO4
lopa,7,,,1,CMAVO
lopatu,1,,,1,CMAVO
lopei,1,question_mark,,1,CMAVO
lopu,9,,,1,CMAVO
lopu'e,2,,,1,CMAVO4
lopu'u,2,,,1,CMAVO
lora,29,,,1,CMAVO
lorau,2,question_mark,,1,CMAVO
lore,142,,,1,CMAVO
lorelei,18,question_mark,,1,CMAVO
lori,42,question_mark,,1,CMAVO
loro,1,,,1,CMAVO
lose,1326,question_mark,,1,CMAVO
losi'o,5,,,1,CMAVO
losu'anai,1,,,1,CMAVO4
losu'u,1,,,1,CMAVO
lota,2,,,1,CMAVO
love,4222,question_mark,,1,CMAVO
lovi,24,,,1,CMAVO
lovo'e,4,,,1,CMAVO
lovu,3,,,1,CMAVO4
loxe,2,question_mark,,1,CMAVO
loza'i,41,,,1,CMAVO
lozu'o,15,,,1,CMAVO
lu'ale,2,,,1,CMAVO
lu'anai,8,,,1,CMAVO4
lu'ara,1,,,1,CMAVO4
lu'ela,4,,,1,CMAVO
lu'ela'elu,4,,,1,CMAVO
lu'elu,14,,,1,CMAVO4
lu'etu'e,1,,11,1,CMAVO
lu'evo'a,2,,,1,CMAVO
lu'ezoi,2,,,1,CMAVO4
lu'oko,4,,,1,CMAVO
luli'o,2,,,1,CMAVO
ly'ai,1,question_mark,,1,CMAVO
ma'inai,2,,,1,CMAVO4
ma'iu,2,question_mark,,1,CMAVO
ma'ofy,6,,,1,CMAVO4
ma'oxy,10,,,1,CMAVO4
ma'umai,1,,,1,CMAVO
madu,1,,,1,CMAVO
maika'i,5,,,1,CMAVO
maja,2,,,1,CMAVO
maje,1,,,1,CMAVO
majo,5,,,1,CMAVO
makau,1335,,,1,CMAVO
makauli'u,2,,,1,CMAVO
makaumoi,2,question_mark,,1,CMAVO
makauxire,13,,,1,CMAVO
maki'a,6,,,1,CMAVO
mamo,6,,,1,CMAVO
mane,18,question_mark,,1,CMAVO
mano'a,1,,,1,CMAVO
mapaunai,9,,,1,CMAVO
mari'a,3,,,1,CMAVO
matai,4,question_mark,,1,CMAVO
matei,2,question_mark,,1,CMAVO
maubo,52,,,1,CMAVO
maubu,1,,,1,CMAVO4
maugi,13,,,1,CMAVO
mauku,1,question_mark,,1,CMAVO4
maura,5,,,1,CMAVO
mauri,9,,,1,CMAVO
mauru,1,,,1,CMAVO
mauvaise,3,question_mark,,1,CMAVO
maxi,4,question_mark,,1,CMAVO
me'abo,6,,,1,CMAVO
me'ai,1,question_mark,,1,CMAVO
me'esa'a,1,,,1,CMAVO4
me'ezei,2,,,1,CMAVO
me'ibipimu,6,,,1,CMAVO4
me'ibipimuki'oki'o,1,,,1,CMAVO4
me'ibipimuki'oki'omei,2,,,1,CMAVO4
me'ici,1,,,1,CMAVO4
me'icino,1,,,1,CMAVO
me'imanono,3,,,1,CMAVO
me'ipanonono,2,,,1,CMAVO
me'ire,3,,,1,CMAVO
me'iro,4,,,1,CMAVO
me'okeiku'oku'o,1,,11,1,CMAVO
meda,5,,,1,CMAVO
mede,7,,,1,CMAVO
medi,9,question_mark,,1,CMAVO
medo,8,,,1,CMAVO4
mefai,1,question_mark,,1,CMAVO
mela,179,,,1,CMAVO
mela'e,22,,,1,CMAVO
mela'edi'u,7,,,1,CMAVO4
mela'elu,3,,,1,CMAVO4
mela'ezo,18,,,1,CMAVO
mela'ezoga'e,1,,,1,CMAVO4
mela'ezoi,2,,,1,CMAVO4
mela'ezoiby,4,,,1,CMAVO4
mela'ezoigy,2,,,1,CMAVO4
mela'ezoze'i,1,,,1,CMAVO4
mela'ezoze'u,1,,,1,CMAVO4
mela'ogy,15,,,1,CMAVO
mele,23,,,1,CMAVO
mele'eka,2,,,1,CMAVO4
melei,1,,,1,CMAVO4
meleli'i,6,,,1,CMAVO4
meli,42,,,1,CMAVO
melo,7,,,1,CMAVO
melota,1,question_mark,,1,CMAVO
melu,8,,,1,CMAVO
melu'ezo,1,,,1,CMAVO4
melu'o,1,,,1,CMAVO4
mema,10,,,1,CMAVO
memi,6,,,1,CMAVO
memi'a,4,,,1,CMAVO4
meny,2,,,1,CMAVO4
mepei,1,question_mark,,1,CMAVO
mera,2,,,1,CMAVO
meri,31,,,1,CMAVO
meru,3,,,1,CMAVO
meta,361,question_mark,,1,CMAVO
meti,29,,,1,CMAVO
metu,4,,,1,CMAVO4
mexu,4,question_mark,,1,CMAVO
mezo,12,,,1,CMAVO
mezo'epe,1,,,1,CMAVO4
mezofi'o,6,,,1,CMAVO
mezoi,7,,,1,CMAVO
mezu'i,8,,,1,CMAVO4
mi'apevi,3,,,1,CMAVO4
mi'edoi,1,,,1,CMAVO4
mi'i,21,,,1,CMAVO
mi'oko,1,,,1,CMAVO
mi'unai,2,,,1,CMAVO4
mi'usai,1,,,1,CMAVO
mice,143,question_mark,,1,CMAVO
miga'i,9,,,1,CMAVO
miga'inai,1,,,1,CMAVO
miga'iru'e,1,,,1,CMAVO
mijai,2,question_mark,,1,CMAVO
mijeko'a,1,,,1,CMAVO4
miji'a,2,,,1,CMAVO
mijoido,3,,,1,CMAVO
mika'e,13,,,1,CMAVO4
mikau,10,,,1,CMAVO
mine,2072,question_mark,,1,CMAVO
mipeca,4,,,1,CMAVO4
mipeziku,1,,,1,CMAVO4
mipezu,4,,,1,CMAVO4
misi'a,8,,,1,CMAVO4
misosososo,1,,,1,CMAVO
mixu,3,,,1,CMAVO
mo'ada,4,,,1,CMAVO
mo'amei,14,,,1,CMAVO
mo'aroi,1,,,1,CMAVO
mo'eda,2,,,1,CMAVO
mo'epa,1,,,1,CMAVO4
mo'ibe'a,3,,,1,CMAVO
mo'ibu'u,2,,,1,CMAVO
mo'ica'u,18,,,1,CMAVO
mo'ica'ufa'a,1,,,1,CMAVO
mo'ica'uvi,8,,,1,CMAVO
mo'ica'uzi,4,,,1,CMAVO
mo'idu'a,2,,,1,CMAVO
mo'idu'aku,2,,,1,CMAVO
mo'ifa'a,36,,,1,CMAVO
mo'ifa'ava,1,,,1,CMAVO4
mo'ifa'avi,8,,,1,CMAVO4
mo'iga'u,14,,,1,CMAVO
mo'ine'a,2,,,1,CMAVO
mo'ine'aca'a,1,,,1,CMAVO
mo'ine'i,36,,,1,CMAVO
mo'ine'inai,2,,,1,CMAVO
mo'ine'u,2,,,1,CMAVO
mo'ini'a,29,,,1,CMAVO
mo'ipa'o,13,,,1,CMAVO
mo'ire'a,1,,,1,CMAVO
mo'ire'o,14,,,1,CMAVO
mo'iri'u,4,,,1,CMAVO
mo'iri'uvi,12,,,1,CMAVO
mo'iru'u,17,,,1,CMAVO
mo'iti'a,2,,,1,CMAVO
mo'ito'o,9,,,1,CMAVO
mo'ito'oku'i,4,,,1,CMAVO
mo'ivi,3,,,1,CMAVO4
mo'ivi'u,4,,,1,CMAVO
mo'ize'o,6,,,1,CMAVO
mo'ize'oku,12,,,1,CMAVO4
mo'izo'a,20,,,1,CMAVO
mo'izo'i,14,,,1,CMAVO
mo'izu'a,15,,,1,CMAVO
mo'izu'afa'a,1,,,1,CMAVO
mo'unai,2,,,1,CMAVO
mofa,6,question_mark,,1,CMAVO
mofile,1,question_mark,,1,CMAVO
mofo,2,question_mark,,1,CMAVO
mofu,1,question_mark,,1,CMAVO
moiri'a,1,question_mark,,1,CMAVO4
*moiriara'u,1,,,1,CMAVO4
moja,8,,,1,CMAVO
mojo,2,,,1,CMAVO
moju,2,,,1,CMAVO
mokau,60,,,1,CMAVO
moke,7,,,1,CMAVO
molo,1,question_mark,,1,CMAVO
moloka,1,question_mark,,1,CMAVO
moma,2,,,1,CMAVO
momi,5,,,1,CMAVO
momo,4,,,1,CMAVO
monoi,2,,,1,CMAVO
mopale,1,question_mark,,1,CMAVO
mopalo,3,question_mark,,1,CMAVO
mora,140,,,1,CMAVO
more,3148,question_mark,,1,CMAVO
morei,5,question_mark,,1,CMAVO
morele,1,question_mark,,1,CMAVO
mori,59,,,1,CMAVO
moriri,1,question_mark,,1,CMAVO
moru,1,,,1,CMAVO
mota,3,,,1,CMAVO
moti,2,,,1,CMAVO
motu,16,,,1,CMAVO
movei,1,question_mark,,1,CMAVO
mu'acu'i,1,,,1,CMAVO
mu'acu'icai,4,,,1,CMAVO
mu'aji'a,2,,,1,CMAVO
mu'anai,25,,,1,CMAVO
mu'eke,2,,,1,CMAVO4
mu'ibo,12,,,1,CMAVO
mu'igi,7,,,1,CMAVO
mu'iji'a,4,,,1,CMAVO4
mu'iku,3,,,1,CMAVO
mu'ila'edi'u,1,,,1,CMAVO4
mu'iledu'u,2,,,1,CMAVO4
mu'ilenu,12,,,1,CMAVO4
mu'ilonu,4,,,1,CMAVO4
mu'ima,7,,,1,CMAVO4
mu'imakau,1,,,1,CMAVO4
mu'inai,26,,,1,CMAVO
mu'inaigi,1,,,1,CMAVO4
mu'itu'ale,2,,,1,CMAVO
mu'izo'ekau,4,,,1,CMAVO4
mu'izo'o,1,,,1,CMAVO4
mu'ocu'i,2,,,1,CMAVO
mu'oi,2,question_mark,,1,CMAVO
mu'omi'e,11,,,1,CMAVO
mu'onai,8,,,1,CMAVO
mu'osa'a,1,,,1,CMAVO4
mu'u'a,1,question_mark,,1,CMAVO
mu'ulo,2,question_mark,,1,CMAVO4
mu'ulu,3,,,1,CMAVO
muboi,24,,,1,CMAVO
muce'i,3,,,1,CMAVO
mucisoso,2,,,1,CMAVO
muda,2,,,1,CMAVO
mudauze,2,,,1,CMAVO
mude,4,,,1,CMAVO
mudo,5,,,1,CMAVO
mufi'uze,1,,,1,CMAVO
muji'iroi,4,,,1,CMAVO
muji'ixa,1,,,1,CMAVO4
muki'o,8,,,1,CMAVO
mumai,7,,,1,CMAVO
mumei,36,,,1,CMAVO
mumo'o,2,,,1,CMAVO
mumoi,9,,,1,CMAVO
mumu,12,,,1,CMAVO
munajemu,1,,,1,CMAVO
muno,22,,,1,CMAVO
munoki'o,8,,,1,CMAVO
munomei,2,,,1,CMAVO4
munono,4,,,1,CMAVO
mupi'ebi,2,,,1,CMAVO
mupi'ebipi'erenorexa,8,,,1,CMAVO
mupi'emu,8,,,1,CMAVO
mupi'eremoi,5,,,1,CMAVO
mupi'evo,2,,,1,CMAVO
mupi'exa,4,,,1,CMAVO
mupi'eze,6,,,1,CMAVO
mupimu,4,,,1,CMAVO
mura,13,,,1,CMAVO
murai,4,question_mark,,1,CMAVO
mure,1,,,1,CMAVO
mure'u,1,question_mark,,1,CMAVO
muremo'o,4,,,1,CMAVO4
muri,3,,,1,CMAVO
muro,7,,,1,CMAVO
muroi,15,,,1,CMAVO
muru,1,,,1,CMAVO
muse'e,1,question_mark,,1,CMAVO
muso,9,,,1,CMAVO
muta,1,,,1,CMAVO4
mute'o,1,question_mark,,1,CMAVO
muti,9,,,1,CMAVO
mutu,8,,,1,CMAVO
muvo,1,,,1,CMAVO
muxazeki'o,8,,,1,CMAVO
muxei,1,question_mark,,1,CMAVO4
muze,7,,,1,CMAVO
muzefi'ubiresi'e,2,,,1,CMAVO
muzepano,2,,,1,CMAVO
mytytytyty,2,,,,
na'a,11,,,1,CMAVO
na'eba'o,3,,,1,CMAVO
na'ebo,91,,,1,CMAVO
na'ebodo,2,,,1,CMAVO
na'ebolesego'i,6,,,1,CMAVO4
na'ebomi,14,,,1,CMAVO
na'ebomi'a,1,,,1,CMAVO4
na'ebomi'o,6,,,1,CMAVO4
na'ebori,7,,,1,CMAVO
na'ebota,1,,,1,CMAVO
na'eboti,1,,,1,CMAVO
na'eca'a,4,,,1,CMAVO
na'ecai,1,,,1,CMAVO4
na'eco'a,2,,,1,CMAVO
na'ego'i,3,,,1,CMAVO
na'eka'e,60,,,1,CMAVO
na'eke,27,,,1,CMAVO
na'elenu,2,,,1,CMAVO4
na'emu'i,2,,,1,CMAVO
na'ena'e,1,,,1,CMAVO
na'enai,27,,,1,CMAVO
na'ene'a,2,,,1,CMAVO
na'epu'i,8,,,1,CMAVO
na'eru'e,4,,,1,CMAVO
na'eseba'inai,1,,,1,CMAVO
na'evi,1,,,1,CMAVO4
na'icu'i,6,,,1,CMAVO
na'ifu'oje'u,1,,,1,CMAVO
na'igo'i,4,,,1,CMAVO
na'iki'a,5,,,1,CMAVO
na'inai,6,,,1,CMAVO
na'ipei,13,,,1,CMAVO
na'oca'o,5,,,1,CMAVO4
na'ojeca,4,,,1,CMAVO4
na'oko,2,,,1,CMAVO
na'oku,18,,,1,CMAVO
na'onai,6,,,1,CMAVO
na'udu,13,question_mark,,1,CMAVO4
naba,3,,,1,CMAVO
nabo,20,question_mark,,1,CMAVO
nabu,2,,,1,CMAVO
naca'a,1,,,1,CMAVO4
nacefi'a,1,,,1,CMAVO4
naci'o,1,,,1,CMAVO
naco'a,1,,,1,CMAVO
nadine'i,1,question_mark,,1,CMAVO
nadu,8,,,1,CMAVO
naga,13,,,1,CMAVO
nagai,1,question_mark,,1,CMAVO
nagare,8,question_mark,,1,CMAVO
nagata,1,question_mark,,1,CMAVO
nagenai,4,,,1,CMAVO
nagi'a,102,,,1,CMAVO
nagi'ababo,1,,,1,CMAVO4
nagi'apubo,6,,,1,CMAVO4
nagi'e,65,,,1,CMAVO
nagi'eku'i,10,,,1,CMAVO
nagi'enai,15,,,1,CMAVO
nagi'o,3,,,1,CMAVO
nagi'u,6,,,1,CMAVO
nago'i,72,,,1,CMAVO
nagoi'i,1,question_mark,,1,CMAVO
nagu'e,3,,,1,CMAVO
naiba'e,2,question_mark,,1,CMAVO
naicai,6,,,1,CMAVO
nairu'e,4,,,1,CMAVO
naisai,6,,,1,CMAVO
naja,64,,,1,CMAVO
naje,59,,,1,CMAVO
najeku'i,3,,,1,CMAVO4
najenai,27,,,1,CMAVO
naji,1,,,1,CMAVO
najo,9,,,1,CMAVO
najoke,3,,,1,CMAVO
naju,1,,,1,CMAVO
naka'e,24,,,1,CMAVO
nakau,2,question_mark,,1,CMAVO
nake,15,,,1,CMAVO
naki,4,question_mark,,1,CMAVO
naki'u,2,,,1,CMAVO4
naku,597,,,1,CMAVO
namo,4,,,1,CMAVO
namu'i,2,,,1,CMAVO
nana,39,question_mark,,1,CMAVO
nanai,13,question_mark,,1,CMAVO
nanaicai,8,question_mark,,1,CMAVO
nape'i,1,,,1,CMAVO4
napu,6,,,1,CMAVO
naru'e,15,,,1,CMAVO
nasai,2,question_mark,,1,CMAVO
nauba,2,question_mark,,1,CMAVO
naukiku,5,,,1,CMAVO
nauku,1,,,1,CMAVO
naupu,2,question_mark,,1,CMAVO
nauta,3,question_mark,,1,CMAVO
nauxa,1,question_mark,,1,CMAVO
nava,6,,,1,CMAVO
navi,7,,,1,CMAVO
naxei,4,question_mark,11,1,CMAVO
naxi,7,question_mark,,1,CMAVO
naxu,1,question_mark,,1,CMAVO
naza,1,,,1,CMAVO
nazi,175,question_mark,,1,CMAVO
nazu,3,,,1,CMAVO
ne'aku,2,,,1,CMAVO4
ne'amo'ifa'a,1,,,1,CMAVO
ne'amo'ine'i,1,,,1,CMAVO
*ne'e,24,,,1,CMAVO
ne'ibo,15,,,1,CMAVO
ne'ifa'a,11,,,1,CMAVO
ne'ijefa'a,1,,,1,CMAVO
ne'iki,25,,,1,CMAVO
ne'ikiku,4,,,1,CMAVO
ne'iku,10,,,1,CMAVO
ne'imo'i,6,,,1,CMAVO
ne'imo'ifa'a,1,,,1,CMAVO
ne'inaiku,2,,,1,CMAVO
ne'ito'o,4,,,1,CMAVO
ne'izo'i,1,,,1,CMAVO4
neba,3,,,1,CMAVO
neba'i,2,,,1,CMAVO4
nebau,15,,,1,CMAVO
neci'e,1,,,1,CMAVO4
neda'i,4,,,1,CMAVO4
nedi,2,,,1,CMAVO
nedi'o,10,,,1,CMAVO4
nedu'i,1,,,1,CMAVO4
nedu'u,1,,,1,CMAVO4
nefa'a,3,,,1,CMAVO4
nefi'e,8,,,1,CMAVO4
nefi'o,3,,,1,CMAVO4
nefoi,1,question_mark,,1,CMAVO
nega'u,13,,,1,CMAVO4
neifi,5,question_mark,,1,CMAVO
neira'o,4,,,1,CMAVO
neja'i,1,,,1,CMAVO4
nejai,1,question_mark,,1,CMAVO
neka'a,2,,,1,CMAVO
neka'i,4,,,1,CMAVO
neki'i,2,,,1,CMAVO
neki'unai,3,,,1,CMAVO4
nela,3,question_mark,,1,CMAVO
neli,6,question_mark,,1,CMAVO
nelo,5,question_mark,,1,CMAVO
neloi,2,question_mark,,1,CMAVO
nema,7,,,1,CMAVO
nemau,4,question_mark,,1,CMAVO
neme'e,14,,,1,CMAVO
nemu'a,1,,,1,CMAVO4
nemu'i,1,,,1,CMAVO4
nemu'u,56,,,1,CMAVO
nemu'unau,1,,,1,CMAVO4
nene'i,11,,,1,CMAVO
neni'a,2,,,1,CMAVO4
neni'inai,1,,,1,CMAVO4
nepa'a,6,,,1,CMAVO
nepa'aku,1,,,1,CMAVO4
nepa'anai,1,,,1,CMAVO4
nepa'u,6,,,1,CMAVO
nepalese,2,question_mark,,1,CMAVO
nepali,36,question_mark,,1,CMAVO
nera,6,,,1,CMAVO
nere'o,4,,,1,CMAVO
nerede,1,question_mark,,1,CMAVO
neri,10,,,1,CMAVO
nero,38,question_mark,,1,CMAVO
neru,4,,,1,CMAVO
nese,5,,,1,CMAVO
neseba'i,8,,,1,CMAVO4
nesecau,2,,,1,CMAVO
nesecu'u,7,,,1,CMAVO
neseka'i,2,,,1,CMAVO4
nesekai,4,,,1,CMAVO4
nesekaicai,1,,,1,CMAVO4
nesemau,4,,,1,CMAVO
nesemu'u,2,,,1,CMAVO
nesepa'u,1,,,1,CMAVO4
nesepi'o,2,,,1,CMAVO4
neta,3,,,1,CMAVO
neta'i,2,,,1,CMAVO4
netai,1,question_mark,,1,CMAVO4
neteci'e,1,,,1,CMAVO4
neti,11,,,1,CMAVO
netu'i,2,,,1,CMAVO
neva'o,1,,,1,CMAVO4
neva'onai,1,,,1,CMAVO4
neve'a,3,,,1,CMAVO4
nevi,26,,,1,CMAVO4
neza,1,,,1,CMAVO
nezu,1,,,1,CMAVO
ni'afa'a,1,,,1,CMAVO
ni'amo'i,2,,,1,CMAVO
ni'ato'o,1,,,1,CMAVO
ni'ava,2,,,1,CMAVO4
ni'avu,4,,,1,CMAVO4
ni'ibo,23,,,1,CMAVO
ni'ida'uku,2,,,1,CMAVO4
ni'igi,1,,,1,CMAVO
ni'ike,9,,,1,CMAVO4
ni'iku,2,,,1,CMAVO4
ni'ilenu,3,,,1,CMAVO4
ni'ilo,7,,,1,CMAVO
ni'ima,2,,,1,CMAVO
ni'inai,13,,,1,CMAVO
ni'inaigi,2,,,1,CMAVO
ni'obabo,6,,,1,CMAVO4
ni'oca'e,3,,,1,CMAVO4
ni'ocai,1,,,1,CMAVO
ni'ocimai,1,,,1,CMAVO4
ni'ocimo'o,7,,,1,CMAVO4
ni'oco'oki'e,1,,,1,CMAVO
ni'oco'omi'e,49,,,1,CMAVO
ni'ofau,2,,,1,CMAVO
ni'oji'a,6,,,1,CMAVO
ni'oki,4,,,1,CMAVO
ni'oku'i,3,,11,1,CMAVO
ni'omumai,1,,,1,CMAVO4
ni'oni'o,151,,,1,CMAVO
ni'oni'oki,2,,,1,CMAVO4
ni'oni'oni'o,14,,,1,CMAVO
ni'oni'oni'oni'o,4,,,1,CMAVO4
ni'oni'osa'a,3,,,1,CMAVO4
ni'oni'otu'e,1,,,1,CMAVO4
ni'opamai,1,,,1,CMAVO4
ni'ope'a,2,,,1,CMAVO
ni'ope'i,1,,,1,CMAVO
ni'orai,1,,,1,CMAVO
ni'oremai,1,,,1,CMAVO4
ni'oremo'o,8,,,1,CMAVO4
ni'oru'e,1,,,1,CMAVO4
ni'osa'a,8,,,1,CMAVO4
ni'osu'a,4,,,1,CMAVO
ni'ota'o,2,,,1,CMAVO4
ni'ovomai,1,,,1,CMAVO4
ni'oxamai,1,,,1,CMAVO4
ni'ozemai,1,,,1,CMAVO4
ni'ozo'o,2,,,1,CMAVO
ni'ubu,14,,,1,CMAVO4
ni'uci,1,,,1,CMAVO
ni'ucimoi,3,,,1,CMAVO4
ni'ucino,1,,,1,CMAVO4
ni'upa,3,,,1,CMAVO
ni'ure,4,,,1,CMAVO
ni'ureze,2,question_mark,,1,CMAVO
ni'uro,1,,,1,CMAVO
ni'uti'u,1,,,1,CMAVO
nibo,3,,,1,CMAVO
nibu,1,,,1,CMAVO
nikau,2,question_mark,,1,CMAVO
nikaunai,3,question_mark,,1,CMAVO4
niku'i,2,,,1,CMAVO4
nimai,2,question_mark,,1,CMAVO
nimidu,1,question_mark,,1,CMAVO
nise,1,,,1,CMAVO
niseze,1,,,1,CMAVO
nize,1,,,1,CMAVO
no'au,4,question_mark,,1,CMAVO
no'axino,1,,,1,CMAVO
no'axire,2,,,1,CMAVO
no'axiro,2,,,1,CMAVO
no'ebo,3,,,1,CMAVO
no'egu'i,2,,,1,CMAVO4
no'ese,1,question_mark,,1,CMAVO
no'iji'a,2,,,1,CMAVO
no'imu'a,6,,,1,CMAVO
no'imu'ibo,2,,,1,CMAVO
no'ipe'i,8,,,1,CMAVO
no'isemu'ibo,4,,,1,CMAVO
no'oco'omi'e,1,,,1,CMAVO
no'osu'oxorau,1,,,1,CMAVO
no'umu'a,4,,,1,CMAVO
nobi,1,,,1,CMAVO
nobi'i,1,,,1,CMAVO
nobi'oga'oso,1,,,1,CMAVO
noboi,7,,,1,CMAVO
noci,2,,,1,CMAVO
nocipapa,2,,,1,CMAVO
nocu'o,2,,,1,CMAVO
noda,561,,,1,CMAVO
nodapevi,4,,,1,CMAVO4
nodaru'a,4,,,1,CMAVO4
node,216,question_mark,,1,CMAVO
nodi,11,,,1,CMAVO
nodo,1,question_mark,,1,CMAVO
noida'i,9,,,1,CMAVO4
noika'u,1,,,1,CMAVO4
noika'uli'a,1,,,1,CMAVO4
noiku'i,2,,,1,CMAVO4
noise,397,question_mark,,1,CMAVO
noisu'anai,7,,,1,CMAVO4
noko,4,question_mark,,1,CMAVO
nola,3,,,1,CMAVO
nola'ada,1,,,1,CMAVO
nole,3,,,1,CMAVO4
nolo,1,,,1,CMAVO
noma,9,,,1,CMAVO
nomai,104,,,1,CMAVO
nomei,35,,,1,CMAVO
nomi,11,,,1,CMAVO
nomine,39,question_mark,,1,CMAVO
nomo,17,,,1,CMAVO
nomoi,11,,,1,CMAVO
nomu,9,,,1,CMAVO
nono,6,,,1,CMAVO
nono'odu'emo'o,1,,,1,CMAVO
nonononono,4,,,1,CMAVO
nope'ida,2,,,1,CMAVO
nopi'enopi'ere,2,,,1,CMAVO4
nopi'exazepapi'ebizesozepi'eb i,2,,,1,CMAVO
nopi'exazepapi'ezesozecisopi' emu,2,,,1,CMAVO
nopi'exazepapi'ezevomumusopi' exy,2,,,1,CMAVO
nopino,2,,,1,CMAVO
nopire,2,,,1,CMAVO
nora,1603,question_mark,,1,CMAVO
nora'a,1,,,1,CMAVO4
nore,4,,,1,CMAVO
norenoci,3,,,1,CMAVO
norezevo,1,,,1,CMAVO4
nori,10,,,1,CMAVO
noro,5,question_mark,,1,CMAVO
noroi,207,,,1,CMAVO
noroiku,4,,,1,CMAVO4
noru,3,,,1,CMAVO
nosoreso,2,,,1,CMAVO
nosy,5,,11,1,CMAVO
nota,59,question_mark,,1,CMAVO
noti,5,,,1,CMAVO
notice,2364,question_mark,,1,CMAVO
notu,2,,,1,CMAVO
novo,17,,,1,CMAVO
noze,1,,,1,CMAVO
nu'ate'a,1,,,1,CMAVO4
nu'edai,5,,,1,CMAVO
nu'edo'u,3,,,1,CMAVO
nu'edoi,1,,,1,CMAVO
nu'ile,2,,,1,CMAVO4
nu'oki,2,,,1,CMAVO
nu'onai,1,,,1,CMAVO
nu'ufa'u,3,,,1,CMAVO
nuke,119,,,1,CMAVO
nulu,3,question_mark,,1,CMAVO
numera,2,question_mark,,1,CMAVO
numeru,1,question_mark,,1,CMAVO
nurau,1,question_mark,,1,CMAVO
nuse,3,,,1,CMAVO
nuxire,4,,,1,CMAVO
nycyry,1,,,,LERFU COMPOUND4
nymai,4,,11,,LEhAVLA
nymei,3,,,,
nymy,2,,,,
nyny,1,,,,
nypi'emypi'e,1,,,,LERFU COMPOUND4
nyso'ipamai,4,,11,,LEhAVLA
nyso'iremai,4,,11,,LEhAVLA
o'acai,13,,,1,CMAVO
o'acairo'a,6,,,1,CMAVO
o'acaise'i,1,,,1,CMAVO
o'acu'i,45,,,1,CMAVO
o'acu'ise'i,2,,,1,CMAVO
o'acu'izo'o,1,,,1,CMAVO
o'ai,3,question_mark,,1,CMAVO
*o'ajege'ejeba'e,1,,,1,CMAVO
o'anai,30,,,1,CMAVO
o'anairo'a,3,,,1,CMAVO
o'anairo'e,8,,,1,CMAVO
o'anairu'e,2,,,1,CMAVO
o'anaise'i,3,,,1,CMAVO
*o'ane,4,,,1,CMAVO
o'apei,3,,,1,CMAVO
o'aru'e,10,,,1,CMAVO
o'aru'ero'enairu'e,1,,,1,CMAVO
o'asai,6,,,1,CMAVO
o'ase'i,2,,,1,CMAVO
o'ase'inai,2,,,1,CMAVO
o'ase'izo'o,1,,,1,CMAVO4
o'azo'o,1,,,1,CMAVO
o'ecai,2,,,1,CMAVO
o'edai,9,,,1,CMAVO
o'enai,33,,,1,CMAVO
o'ero'a,1,,,1,CMAVO4
o'ero'i,1,,,1,CMAVO4
o'ero'o,1,,,1,CMAVO4
o'ero'odaifu'o,3,,,1,CMAVO
o'ero'u,1,,,1,CMAVO4
o'inai,16,,,1,CMAVO
o'inaicai,1,,,1,CMAVO4
o'iro'a,2,,,1,CMAVO4
o'iru'e,2,,,1,CMAVO
o'obu,2,,,1,CMAVO4
o'ocai,6,,,1,CMAVO
o'ocu'i,28,,,1,CMAVO
o'ocu'iro'e,2,,,1,CMAVO4
o'odai,5,,,1,CMAVO
o'onai,182,,,1,CMAVO
o'onaicai,2,,,1,CMAVO
o'onaicaidai,2,,,1,CMAVO
o'onaidai,6,,,1,CMAVO
o'onaido'a,3,,,1,CMAVO
o'onaifu'o,1,,11,1,CMAVO
o'onairo'a,4,,,1,CMAVO
o'onairo'e,1,,,1,CMAVO4
o'onairu'e,18,,,1,CMAVO
o'onairu'ero'a,5,,,1,CMAVO4
o'onaisai,3,,,1,CMAVO
o'onaise'i,6,,,1,CMAVO
o'onaizo'o,4,,,1,CMAVO
o'ubu'o,2,,,1,CMAVO
o'ucu'i,14,,,1,CMAVO
o'ucu'isai,2,,,1,CMAVO
o'unai,45,,,1,CMAVO
o'unaidai,4,,,1,CMAVO
o'unairo'a,8,,,1,CMAVO
o'usai,3,,,1,CMAVO
obei,3,question_mark,,1,CMAVO
obu,21,,,1,CMAVO
oda,10,,,1,CMAVO
ode,76,question_mark,,1,CMAVO
odi,6,,,1,CMAVO
odo,8,,,1,CMAVO
oga,1,,,1,CMAVO
oge,2,,,1,CMAVO
ogeda,1,,,1,CMAVO
ogo,11,,,1,CMAVO
oicai,35,,,1,CMAVO
oicaicaicaicai,2,,,1,CMAVO
oicaidai,3,,,1,CMAVO
oicairo'a,2,,,1,CMAVO
oicairo'e,2,,,1,CMAVO
oicairo'ese'i,2,,,1,CMAVO
