cmavo_composite,freq,dubious,eleven,not_found,notes
jaume,3,question_mark,,1,CMAVO
java,306,question_mark,,1,CMAVO
je'abo,5,,,1,CMAVO
je'avi'e,2,,,1,CMAVO
je'avu,1,,,1,CMAVO
je'axi,4,,,1,CMAVO
je'axiny,4,,,1,CMAVO
je'axipa,3,,,1,CMAVO
je'ecu'i,5,,,1,CMAVO4
je'edo'u,2,,,1,CMAVO4
je'eki'e,8,,,1,CMAVO4
je'emi'e,2,,,1,CMAVO
je'enu'e,2,,,1,CMAVO
je'ikau,6,,,1,CMAVO
je'oma,1,,,1,CMAVO
je'ucai,33,,,1,CMAVO
je'ucu'i,33,,,1,CMAVO
je'unai,74,,,1,CMAVO
je'unaicai,33,,,1,CMAVO
je'unaipei,2,,,1,CMAVO
je'unairo'o,2,,,1,CMAVO
je'unairu'e,33,,,1,CMAVO
je'unaisai,12,,,1,CMAVO
je'unaiti'e,1,,,1,CMAVO4
je'upei,26,,,1,CMAVO
je'uru'e,73,,,1,CMAVO
je'usai,12,,,1,CMAVO
jeba,1,,,1,CMAVO
jeba'obo,2,,,1,CMAVO
jebabo,23,,,1,CMAVO
jebazibo,1,,,1,CMAVO4
jebo,8,,,1,CMAVO
jeca,7,,,1,CMAVO
jegu'eri'a,2,,,1,CMAVO4
jeikau,1,question_mark,,1,CMAVO
jeizi,1,question_mark,,1,CMAVO
jeja,1,,,1,CMAVO
jeje,1,,,1,CMAVO
jeje'a,3,,,1,CMAVO
jeji'a,9,,,1,CMAVO
jeke,7,,,1,CMAVO
jeki,1,,,1,CMAVO
jeku'i,2,,,1,CMAVO
jeku'ibo,1,,,1,CMAVO
jenai,125,,,1,CMAVO
jenaike,3,,,1,CMAVO4
jenu,1,,,1,CMAVO
jeri'abo,4,,,1,CMAVO
jese,2,,,1,CMAVO
jezike,1,,,1,CMAVO
jeziku,2,,,1,CMAVO
ji'acai,7,,,1,CMAVO
ji'aji'a,2,,,1,CMAVO
ji'aka'e,3,,,1,CMAVO
ji'anai,12,,,1,CMAVO
ji'ape'i,2,,,1,CMAVO
ji'asai,6,,,1,CMAVO
ji'azo'u,3,,,1,CMAVO
ji'elenu,3,,,1,CMAVO4
ji'ibi,8,,,1,CMAVO
ji'ibinoki'o,4,,,1,CMAVO
ji'ici,1,,,1,CMAVO4
ji'icimu,1,,,1,CMAVO4
ji'icinoji'ivono,1,,,1,CMAVO4
ji'icinomoi,1,,,1,CMAVO4
ji'ilepujeru'i,1,question_mark,,1,CMAVO
ji'ima'u,10,,,1,CMAVO4
ji'imu,3,,,1,CMAVO
ji'imuno,4,,,1,CMAVO
ji'ini'u,4,,,1,CMAVO4
ji'ini'ucino,6,,,1,CMAVO4
ji'ino,6,,,1,CMAVO4
ji'inomei,8,,,1,CMAVO4
ji'inoroi,2,,,1,CMAVO4
ji'ipaki'oki'o,4,,,1,CMAVO
ji'ipano,27,,,1,CMAVO4
ji'ipanoda,4,,,1,CMAVO
ji'ipanomei,4,,,1,CMAVO4
ji'ipimu,3,,,1,CMAVO
ji'ireci,4,,,1,CMAVO4
ji'irefi'umu,3,,,1,CMAVO
ji'ireno,2,,,1,CMAVO
ji'ivono,2,,,1,CMAVO4
ji'iza'ucino,4,,,1,CMAVO4
ji'iza'uso'u,9,,,1,CMAVO4
jiba,1,question_mark,,1,CMAVO
jida,3,,,1,CMAVO
jidi,1,,,1,CMAVO
jikau,55,,,1,CMAVO
jila,1,,,1,CMAVO
jima,13,,,1,CMAVO
jinai,1,,,1,CMAVO
jipa,1,question_mark,,1,CMAVO
jira,3,,,1,CMAVO
jiri,96,question_mark,,1,CMAVO
jita,1,question_mark,,1,CMAVO
jivi,1,,,1,CMAVO
jo'acu'i,3,,,1,CMAVO
jo'ugi,2,,,1,CMAVO4
jo'uke,6,,,1,CMAVO4
jo'uli'o,5,,,1,CMAVO4
jo'unai,1,,,1,CMAVO
jobo,4,,,1,CMAVO
jocava,1,,,1,CMAVO
joibo,9,,,1,CMAVO
joide,1,,,1,CMAVO
joidu'ibo,6,,,1,CMAVO
joiji'a,2,,,1,CMAVO
joike,2,,,1,CMAVO
joiku'i,10,,,1,CMAVO4
joilenu,1,,,1,CMAVO4
joinai,1,,,1,CMAVO4
jojei,1,question_mark,,1,CMAVO
jojo,19,,,1,CMAVO
joke,743,question_mark,,1,CMAVO
jonai,38,,,1,CMAVO
joni,4,question_mark,,1,CMAVO
jopara,3,,,1,CMAVO
jose,147,question_mark,,1,CMAVO
josei,2,question_mark,,1,CMAVO
ju'aju'o,1,,,1,CMAVO4
ju'asai,1,,,1,CMAVO
ju'e,80,,,1,CMAVO
ju'eba'ibo,6,,,1,CMAVO
ju'emaubo,6,,,1,CMAVO
ju'enai,4,,,1,CMAVO
ju'eri'abo,2,,,1,CMAVO
ju'eru'e,2,,,1,CMAVO
ju'eseni'ibo,1,,,1,CMAVO
ju'icoi,5,,,1,CMAVO4
ju'ido'u,11,,,1,CMAVO
ju'idoi,6,,,1,CMAVO
ju'iji'a,1,,,1,CMAVO
ju'inai,7,,,1,CMAVO
ju'inairu'e,1,,,1,CMAVO
ju'ipe'u,3,,,1,CMAVO
ju'isai,3,,,1,CMAVO4
ju'ocai,77,,,1,CMAVO
ju'ocu'i,185,,,1,CMAVO
ju'ocu'ipei,2,,,1,CMAVO
ju'odai,2,,,1,CMAVO
ju'oja'ago'i,2,,,1,CMAVO
ju'oli'a,4,,,1,CMAVO
ju'onai,18,,,1,CMAVO
ju'onairo'e,5,,,1,CMAVO
ju'opei,8,,,1,CMAVO
ju'oru'e,37,,,1,CMAVO
ju'osai,24,,,1,CMAVO
jugu'a,4,,,1,CMAVO4
juju,6,,,1,CMAVO
juka,2,,,1,CMAVO
juki,1,,,1,CMAVO
jumaira,1,question_mark,,1,CMAVO
juni,9,question_mark,,1,CMAVO
*juocui,1,,,1,CMAVO4
jure,46,question_mark,,1,CMAVO
jute,56,,11,1,CMAVO
ka'azu,1,,,1,CMAVO
ka'eba,1,,,1,CMAVO4
ka'ejenaipu'ojenaica'a,1,,,1,CMAVO
ka'eju'o,1,,,1,CMAVO
ka'enai,93,,,1,CMAVO
ka'enaida'i,1,,,1,CMAVO
ka'eroroi,1,,,1,CMAVO4
ka'esai,6,,,1,CMAVO
ka'evi,2,,,1,CMAVO4
ka'exu,9,,,1,CMAVO
ka'omei,1,,,1,CMAVO4
ka'udi'inai,3,,,1,CMAVO
ka'uki,2,,,1,CMAVO
ka'ukiku,2,,,1,CMAVO
ka'unai,1,,,1,CMAVO
ka'upei,1,,,1,CMAVO
ka'upuki,3,,,1,CMAVO4
kafei,1,question_mark,,1,CMAVO
kaifa,4,question_mark,,1,CMAVO
kaifo,1,question_mark,,1,CMAVO
kaita,5,question_mark,,1,CMAVO
kaiti,1,question_mark,,1,CMAVO
kaizai,1,question_mark,,1,CMAVO
kalerevo,1,question_mark,,1,CMAVO
kalu,12,question_mark,,1,CMAVO
kamo,2,,,1,CMAVO
kanese,2,,,1,CMAVO
karusela,1,,,1,CMAVO
kase,4,,,1,CMAVO
kasei,1,question_mark,,1,CMAVO
kaunai,25,question_mark,,1,CMAVO
kaupa,4,question_mark,,1,CMAVO
kause'i,4,,,1,CMAVO4
kause'inai,4,,,1,CMAVO4
ke'a'a,6,question_mark,,1,CMAVO
ke'a'e,6,question_mark,,1,CMAVO
ke'abe'o,2,,,1,CMAVO
*ke'abebe,1,,,1,CMAVO
ke'akau,5,,,1,CMAVO
ke'apo'o,2,,,1,CMAVO
ke'axi,31,,,1,CMAVO
ke'axipa,2,,,1,CMAVO
ke'axire,6,,,1,CMAVO
*ke'ebebe,1,,,1,CMAVO
ke'eku,2,question_mark,,1,CMAVO
ke'unai,24,,,1,CMAVO
ke'unaipei,6,,,1,CMAVO
kedai,1,question_mark,,1,CMAVO
keigi'e,3,,,1,CMAVO4
keiji'a,8,,,1,CMAVO
keikei,42,,,1,CMAVO
keikeikei,1,,,1,CMAVO
keikeivau,4,,,1,CMAVO4
keiku,28,,,1,CMAVO
keikukeivau,2,,,1,CMAVO4
keikuku,5,,,1,CMAVO
keikukuli'a,1,,11,1,CMAVO
keimu'i,1,,,1,CMAVO4
keipe'i,1,,,1,CMAVO4
keivike'a,2,,,1,CMAVO4
keixu,1,,,1,CMAVO
keizo'o,4,,,1,CMAVO
kejei,1,question_mark,,1,CMAVO
keke,2,,,1,CMAVO
kemo,1,,,1,CMAVO
kenuku,2,,,1,CMAVO
kese,2,,,1,CMAVO
ki'a'i,1,question_mark,,1,CMAVO
ki'acai,10,,,1,CMAVO
ki'anai,73,,,1,CMAVO
ki'anaicai,3,,,1,CMAVO
ki'anaidai,4,,,1,CMAVO
ki'anaipei,1,,,1,CMAVO
ki'ape'i,4,,,1,CMAVO
ki'apei,10,,,1,CMAVO
ki'aru'e,3,,,1,CMAVO
ki'asai,1,,,1,CMAVO4
ki'eba'a,1,,,1,CMAVO
ki'ecai,10,,,1,CMAVO
ki'eco'o,1,,,1,CMAVO4
ki'edo'u,5,,,1,CMAVO
ki'edoi,2,,,1,CMAVO4
ki'ega'unai,1,,,1,CMAVO4
ki'emi'e,2,,,1,CMAVO4
ki'enai,2,,,1,CMAVO
ki'epe'u,1,,,1,CMAVO4
ki'esai,11,,,1,CMAVO
ki'i'i,15,question_mark,,1,CMAVO
ki'oki'o,3,,,1,CMAVO
ki'oki'omei,8,,,1,CMAVO
ki'omei,1,,,1,CMAVO
ki'ore,2,,,1,CMAVO
ki'ua,1,question_mark,,1,CMAVO
ki'ubo,33,,,1,CMAVO
ki'ugi,8,,,1,CMAVO
ki'uji'a,3,,,1,CMAVO
ki'ula'edi'u,3,,,1,CMAVO
ki'ule,2,,,1,CMAVO4
ki'uledu'u,5,,,1,CMAVO4
ki'ulenu,10,,,1,CMAVO
ki'uma,25,,,1,CMAVO
ki'umakau,1,,,1,CMAVO
ki'umaki'a,2,,,1,CMAVO4
ki'unai,90,,,1,CMAVO
ki'unaibo,1,,,1,CMAVO4
ki'unaigi,2,,,1,CMAVO
ki'unaiku,2,,11,1,CMAVO
ki'uzo'ekau,1,,,1,CMAVO4
kibo,8,,,1,CMAVO
kibu,1,,,1,CMAVO
kica'o,5,,,1,CMAVO4
kifai,1,question_mark,,1,CMAVO
kigai,1,question_mark,,1,CMAVO
kija,1,,,1,CMAVO
kije,1,,,1,CMAVO
kiju,1,,,1,CMAVO
kiki,10,,,1,CMAVO
kiku,28,,,1,CMAVO
kila,2,question_mark,,1,CMAVO
kile,5,question_mark,,1,CMAVO
kilo,44,question_mark,,1,CMAVO
kima,4,question_mark,,1,CMAVO
kimi,17,question_mark,,1,CMAVO
kimo,3,,,1,CMAVO
kira,11,question_mark,,1,CMAVO
kiri,2,question_mark,,1,CMAVO
kiru,2,question_mark,,1,CMAVO
kisei,2,,,1,CMAVO
kiva,3,,,1,CMAVO
kixipa,1,,,1,CMAVO
kixipaku,1,,,1,CMAVO
kixire,1,,,1,CMAVO4
ko'agoi,1,,11,1,CMAVO
ko'akau,1,,,1,CMAVO
ko'apidu'emei,2,question_mark,,1,CMAVO4
ko'axicire,2,,,1,CMAVO
ko'axipa,2,,,1,CMAVO
ko'axire,30,,,1,CMAVO
ko'egoi,1,,11,1,CMAVO
*ko'ekari,1,,,1,CMAVO
ko'exire,6,,,1,CMAVO
ko'ixibixamunonoci,2,,,1,CMAVO
ko'ixire,8,,,1,CMAVO
ko'oxire,18,,,1,CMAVO
ko'uxire,3,,11,1,CMAVO
kodoi,3,question_mark,,1,CMAVO4
kodu,2,,,1,CMAVO
koipa,7,question_mark,,1,CMAVO
koipamu,2,question_mark,,1,CMAVO
koira,14,question_mark,,1,CMAVO
koji,6,,,1,CMAVO
kokau,48,question_mark,,1,CMAVO
kokauxire,4,,,1,CMAVO
koko,31,question_mark,,1,CMAVO
kokomo,11,,,1,CMAVO
komo,23,,,1,CMAVO
kone,6,question_mark,,1,CMAVO
kope,1,question_mark,,1,CMAVO
kori'o,2,question_mark,,1,CMAVO
*kou,3,,,1,CMAVO4
ku'a'u,4,question_mark,,1,CMAVO
ku'anai,1,,,1,CMAVO
ku'au,15,question_mark,,1,CMAVO
ku'ije'ujo'a,1,,,1,CMAVO4
ku'iku'i,1,,,1,CMAVO
ku'isai,2,,,1,CMAVO
ku'izo'o,2,,,1,CMAVO
ku'izu'unai,1,,,1,CMAVO4
ku'obe'oku,4,,,1,CMAVO4
ku'oce,2,,,1,CMAVO
ku'okeivau,3,,,1,CMAVO4
ku'oku,2,question_mark,,1,CMAVO
ku'okuku,2,question_mark,,1,CMAVO
ku'osa'a,1,,,1,CMAVO4
ku'ovau,3,,,1,CMAVO4
ku'ozi'enoi,1,,,1,CMAVO4
*kua'a,8,,,1,CMAVO
*kua'ai,1,,,1,CMAVO
*kua'aje,1,,,1,CMAVO
*kua'u,2,,,1,CMAVO
kuce,80,,,1,CMAVO
kuce'o,20,,,1,CMAVO4
kucera,10,question_mark,,1,CMAVO
kufa'u,4,,,1,CMAVO
kugu,3,question_mark,,1,CMAVO
kuje,1,,,1,CMAVO
kujo'u,25,,,1,CMAVO
kujoi,50,,,1,CMAVO
kukeiku,2,,,1,CMAVO
kuku,52,,,1,CMAVO
kukuku,3,,,1,CMAVO
kukukujoi,1,,,1,CMAVO
kune,8,,,1,CMAVO
kupe,6,,,1,CMAVO
kupe'ida'i,4,,,1,CMAVO
kupo'o,2,question_mark,,1,CMAVO
kusoi,1,question_mark,,1,CMAVO
kuto'u,1,question_mark,11,1,CMAVO
kuvau,3,,,1,CMAVO4
kuxici,2,,,1,CMAVO
kuxipa,2,,,1,CMAVO
kuxire,2,,,1,CMAVO
kuzo'ocu'inaisai,2,,,1,CMAVO
kybu,2,,,,LERFU COMPOUND4
kybycy,24,,11,,LEhAVLA
kysy,2,,,,LERFU COMPOUND4
la'a'a,6,question_mark,,1,CMAVO
la'acu'i,15,,,1,CMAVO
*la'acui,4,,,1,CMAVO4
*la'acuizo'o,6,,,1,CMAVO4
la'aji'a,2,,,1,CMAVO
la'anai,3,,,1,CMAVO
la'aru'e,9,,,1,CMAVO4
la'aru'i,8,,,1,CMAVO
la'asai,4,,,1,CMAVO4
la'eda'u,9,,,1,CMAVO
la'ede'e,2,,,1,CMAVO4
la'ede'u,91,,,1,CMAVO
la'edei,28,,,1,CMAVO
la'edi'e,63,,,1,CMAVO
la'edi'u,725,,,1,CMAVO
la'edi'uxipa,2,,,1,CMAVO
la'edi'uxire,2,,,1,CMAVO
*la'ediu,3,,,1,CMAVO4
la'edo'i,5,,,1,CMAVO
la'ejoigi,3,,,1,CMAVO4
la'eko'a,2,,,1,CMAVO4
la'ela,6,,,1,CMAVO
la'ela'o,1,,,1,CMAVO4
la'ela'ogy,4,,,1,CMAVO
la'ele,9,,,1,CMAVO
la'eledu'ugo'i,1,,,1,CMAVO4
la'elego'i,1,,,1,CMAVO4
la'elesego'i,1,,,1,CMAVO4
la'eli,6,,,1,CMAVO
la'elo,3,,,1,CMAVO4
la'elo'e,1,,,1,CMAVO
la'elo'u,3,,,1,CMAVO4
la'elu,312,,,1,CMAVO
la'eme'o,2,,,1,CMAVO
la'emi,6,,,1,CMAVO4
la'emo'eda,2,,,1,CMAVO
la'emo'epada,2,,,1,CMAVO
la'eno'a,4,,,1,CMAVO
la'eri,15,,,1,CMAVO
la'eso'odi'u,4,,,1,CMAVO4
la'ezo,97,,,1,CMAVO
la'ezoi,38,,,1,CMAVO
la'ezoiby,3,,,1,CMAVO4
la'ezoify,1,,,1,CMAVO
la'ezoigy,17,,,1,CMAVO
la'iku,2,question_mark,,1,CMAVO
la'ogy,27,,,1,CMAVO
la'oly,5,,,1,CMAVO
la'ula,1,,,1,CMAVO
la'umakau,4,,,1,CMAVO
laifei,1,question_mark,,1,CMAVO
laiku,1,question_mark,,1,CMAVO
lakau,2,question_mark,,1,CMAVO
laku,2,question_mark,,1,CMAVO
lalai,1,question_mark,,1,CMAVO
lanu,10,question_mark,,1,CMAVO
laso,3,,,1,CMAVO
laufe,1,question_mark,,1,CMAVO
laure,1,question_mark,,1,CMAVO
lauta,2,question_mark,,1,CMAVO
lavo,1,,,1,CMAVO
le'adi'u,1,,,1,CMAVO4
le'ala'ezo,48,,,1,CMAVO
le'ala'ozo,5,,,1,CMAVO
le'ali,12,,,1,CMAVO
le'avi,2,,,1,CMAVO
le'e'o'u,1,question_mark,,1,CMAVO
le'emi,1,,,1,CMAVO
le'enu,3,,,1,CMAVO
le'i'o'u,1,question_mark,,1,CMAVO
*le'ibe,1,,,1,CMAVO
*le'ibebe,3,,,1,CMAVO
le'ido,2,,,1,CMAVO4
le'iji'a,2,,,1,CMAVO4
le'ilu'ara,1,,,1,CMAVO4
le'ino'a,1,,,1,CMAVO4
le'inu,4,,,1,CMAVO4
le'ipu,3,,,1,CMAVO4
le'ira,1,,,1,CMAVO4
le'o'u,2,question_mark,,1,CMAVO
le'ocu'i,2,,,1,CMAVO4
le'ori'e,3,,,1,CMAVO
le'oro'a,2,,,1,CMAVO4
le'oro'e,1,,,1,CMAVO
le'oro'u,4,,,1,CMAVO
le'ozo'o,3,,,1,CMAVO
le'uro'e,5,,,1,CMAVO
le'uro'u,4,,,1,CMAVO
le'uzo'u,1,,,1,CMAVO4
leba,3,,,1,CMAVO
leba'emi,2,,,1,CMAVO4
lebi'u,64,,,1,CMAVO
lebi'unai,16,,,1,CMAVO
*lebiunai,1,,11,1,CMAVO
lebu'u,9,,,1,CMAVO
leca,36,,,1,CMAVO
lecaca'a,8,,,1,CMAVO4
lece'u,2,,11,1,CMAVO
lecei,16,question_mark,,1,CMAVO
leci,7,,,1,CMAVO
leco'anu,6,,,1,CMAVO
leco'unu,4,,,1,CMAVO
leda,27,,,1,CMAVO
leda'i,4,,,1,CMAVO
leda'igo'i,1,,,1,CMAVO4
leda'inu,17,,,1,CMAVO4
lede,14,,,1,CMAVO
lede'u,3,,,1,CMAVO
ledei,36,question_mark,,1,CMAVO
ledi,1,,,1,CMAVO
ledi'e,27,,,1,CMAVO
ledi'u,31,,,1,CMAVO
ledidai,12,question_mark,,1,CMAVO
ledo,389,,,1,CMAVO
ledo'o,3,,,1,CMAVO
ledu,1,,,1,CMAVO
ledu'u,1447,,,1,CMAVO
ledu'ukau,1,,,1,CMAVO4
ledu'upe'i,4,,,1,CMAVO
ledu'utu'e,2,,11,1,CMAVO
lefei,5,question_mark,,1,CMAVO
lefi'e,1,,,1,CMAVO4
lefo'a,66,,,1,CMAVO
lefo'e,6,,,1,CMAVO4
lefo'i,5,,,1,CMAVO4
lefo'u,2,,,1,CMAVO
legai,3,question_mark,,1,CMAVO
legei,1,question_mark,,1,CMAVO
lego'e,2,,,1,CMAVO
lego'i,132,,,1,CMAVO
lei'o'u,1,question_mark,,1,CMAVO
leica,1,,,1,CMAVO
leide'u,3,,,1,CMAVO
leido,24,,,1,CMAVO
leidu'u,1,,,1,CMAVO4
leifo'a,1,,,1,CMAVO
leigo'i,4,,,1,CMAVO
leiji'a,1,,,1,CMAVO4
leika,13,,,1,CMAVO
leike'a,6,,,1,CMAVO4
leiko'a,16,,,1,CMAVO4
leiko'i,1,,,1,CMAVO4
leiko'u,11,,,1,CMAVO4
leima'a,1,,,1,CMAVO4
leimi,78,,,1,CMAVO
leimi'a,10,,,1,CMAVO
leinu,26,,,1,CMAVO
leipanu,1,,,1,CMAVO4
leipuzi,2,,,1,CMAVO4
leira,5,,,1,CMAVO
leire,1,,,1,CMAVO4
leiri,6,,,1,CMAVO4
leiva,15,,,1,CMAVO
leivi,4,,,1,CMAVO4
leivo'a,2,,,1,CMAVO4
leivu,6,,,1,CMAVO4
lejai,2,,,1,CMAVO
lejaivi,1,,,1,CMAVO
leje'udu'u,2,,,1,CMAVO4
lejei,119,,,1,CMAVO
lejeikau,7,,,1,CMAVO
leji'a,6,,,1,CMAVO4
leka,1608,,11,1,CMAVO
lekau,28,question_mark,,1,CMAVO
leke'a,17,,,1,CMAVO
leke'unai,2,,,1,CMAVO4
leki'a,3,,,1,CMAVO
leko,14,,,1,CMAVO
leko'a,202,,,1,CMAVO
leko'axire,2,,,1,CMAVO
leko'e,41,,,1,CMAVO
leko'i,2,,,1,CMAVO
leko'o,2,,,1,CMAVO
leko'u,74,,,1,CMAVO
lelego'i,1,,,1,CMAVO4
lelego'iku,2,question_mark,,1,CMAVO4
leli'i,41,,,1,CMAVO
lelu'avo'a,2,,,1,CMAVO4
lema,36,,,1,CMAVO
lema'a,8,,,1,CMAVO
lemai,5,question_mark,,1,CMAVO
lemaire,5,,,1,CMAVO
lemeli,62,question_mark,,1,CMAVO
lemi,999,,,1,CMAVO
lemi'a,31,,,1,CMAVO
lemi'o,26,,,1,CMAVO
leminu,4,,,1,CMAVO
lemo,3,,,1,CMAVO
lemu,10,,,1,CMAVO
lemu'e,125,,,1,CMAVO
lemumoi,2,,,1,CMAVO
lemy,1,question_mark,11,1,CMAVO
lenei,3,question_mark,,1,CMAVO
leni,392,,,1,CMAVO
leno,30,,,1,CMAVO
leno'a,29,,,1,CMAVO
leno'aku,1,question_mark,,1,CMAVO4
lenu,8267,,,1,CMAVO
lenu'o,1,,,1,CMAVO4
lenu'onu,2,,,1,CMAVO4
lenuco'e,5,,,1,CMAVO
lenuda'i,1,,,1,CMAVO4
lenugo'i,6,,,1,CMAVO
lenuke,9,,,1,CMAVO
lenumi,2,,,1,CMAVO
lenumiba,2,question_mark,,1,CMAVO
lenuno'a,1,,,1,CMAVO
lenuzo'e,16,,,1,CMAVO
lepa,37,,,1,CMAVO
lepa'anu,6,,,1,CMAVO4
lepalo,2,,,1,CMAVO
lepanu,1,,,1,CMAVO4
lepei,2,question_mark,,1,CMAVO
lepiro,8,,,1,CMAVO
lepo'o,5,,,1,CMAVO
lepo'onu,2,,,1,CMAVO
lepu,28,,,1,CMAVO
lepu'e,5,,,1,CMAVO
lepu'o,2,,,1,CMAVO
lepu'u,109,,,1,CMAVO
lepuzi,6,,,1,CMAVO
lera,42,,,1,CMAVO
lere,14,,,1,CMAVO
lerejei,3,question_mark,,1,CMAVO4
leri,140,,,1,CMAVO
lerixici,2,,,1,CMAVO
lerixini'ure,2,,,1,CMAVO
lero,6,,,1,CMAVO4
leroboi,7,question_mark,,1,CMAVO4
leropano,13,,,1,CMAVO4
lesa'a,2,,,1,CMAVO4
lese,16,,,1,CMAVO
lesedi'u,6,,,1,CMAVO
lesedu'u,105,,,1,CMAVO
lesedu'ugoi,1,,,1,CMAVO4
lesego'i,10,,,1,CMAVO
lesego'iku,2,,,1,CMAVO
lesei,7,question_mark,,1,CMAVO
lesi'o,103,,,1,CMAVO
leso,6,,,1,CMAVO
leso'i,8,,,1,CMAVO
lesore,2,,,1,CMAVO
lesu'o,3,,,1,CMAVO4
lesu'u,37,,,1,CMAVO
leta,25,,,1,CMAVO
letai,33,question_mark,,1,CMAVO
lete,10,question_mark,,1,CMAVO
letei,5,question_mark,,1,CMAVO
leti,38,,,1,CMAVO
letu,152,,,1,CMAVO
letu'a,3,,,1,CMAVO
leva,93,,,1,CMAVO
leve,13,question_mark,,1,CMAVO
levi,270,,,1,CMAVO
levico'e,3,,,1,CMAVO
levijenaiva,2,,,1,CMAVO4
levo,28,,,1,CMAVO
levo'a,61,,,1,CMAVO
levu,20,,,1,CMAVO
levuzu,1,,,1,CMAVO
lexe,1,question_mark,,1,CMAVO
lexunu,9,question_mark,,1,CMAVO
leza'i,77,,,1,CMAVO
leza'o,1,,11,1,CMAVO
lezare,14,,,1,CMAVO
leze,2,,,1,CMAVO
lezu'e,3,,,1,CMAVO4
lezu'o,52,,,1,CMAVO
lezu'ojasu'u,4,,,1,CMAVO
lezu'unai,2,,,1,CMAVO4
li'acai,5,,,1,CMAVO
li'aka'u,2,,,1,CMAVO
li'anai,12,,,1,CMAVO
li'anaipei,6,,,1,CMAVO
li'azo'o,7,,,1,CMAVO
li'ei,4,,,1,CMAVO
li'oli'o,3,,,1,CMAVO4
li'oli'u,11,,,1,CMAVO
li'onai,2,,,1,CMAVO
li'osa'a,30,,,1,CMAVO
li'osa'anai,4,,,1,CMAVO
li'ubu,2,,,1,CMAVO4
li'uli'u,1,,,1,CMAVO4
li'uloi,7,,,1,CMAVO
li'utoikei,1,,,1,CMAVO4
li'uzo'u,5,,,1,CMAVO4
libi,6,,,1,CMAVO
libu,1,,,1,CMAVO
lici,6,,,1,CMAVO
licinosoji'i,4,,,1,CMAVO
licipipa,1,,,1,CMAVO
lida'a,3,,,1,CMAVO
lida'ada'a,1,,,1,CMAVO
lida'ano,1,,,1,CMAVO
lida'asu'e,1,,,1,CMAVO
lida'asu'eda'a,2,,,1,CMAVO
lida'avei,1,,,1,CMAVO
lifai,1,,,1,CMAVO
lima'u,6,question_mark,,1,CMAVO
limu,5,,,1,CMAVO
limube'o,2,,,1,CMAVO4
lino,3,,,1,CMAVO
linobi'opano,1,,,1,CMAVO
lipa,12,,,1,CMAVO
lipabi'iro,1,,,1,CMAVO
lipaite'o,4,,,1,CMAVO
lipare,4,,,1,CMAVO
lipavo,7,,,1,CMAVO
lipaxaki'o,1,,,1,CMAVO
lipazeji'imu,6,,,1,CMAVO
lipi,3,,,1,CMAVO
lipi'epano,2,,,1,CMAVO
lipimu,3,,,1,CMAVO
lipiso'e,2,,,1,CMAVO
lipiso'o,8,,,1,CMAVO
lipisu'opi,6,,,1,CMAVO
lire,31,question_mark,,1,CMAVO
lireci,6,,,1,CMAVO
lireno,3,,,1,CMAVO
lirepa,3,,,1,CMAVO
lirepapisu'o,12,,,1,CMAVO
lirepipa,1,,,1,CMAVO
lirexaji'ici,4,,,1,CMAVO
liro,1,,,1,CMAVO
lirobi'ida'a,1,,,1,CMAVO
lisei,1,,,1,CMAVO
lisi'o,1,question_mark,,1,CMAVO4
liso,4,,,1,CMAVO
liso'e,2,,,1,CMAVO
liso'i,3,,,1,CMAVO
liso'u,2,,,1,CMAVO
lisu'e,1,,,1,CMAVO
lisu'o,2,,,1,CMAVO
lisu'obi'ida'a,1,,,1,CMAVO
lisu'oda'apa,1,,,1,CMAVO
lisu'opi,6,,,1,CMAVO
liveipa,1,,,1,CMAVO
livo,1,,11,1,CMAVO
lixa,11,,,1,CMAVO
lixaji'imu,6,,,1,CMAVO
lixokau,2,,,1,CMAVO
lo'eka,8,,,1,CMAVO
lo'eko'a,1,,,1,CMAVO4
lo'emi,2,,,1,CMAVO
lo'enelai,1,,,1,CMAVO
lo'eni,1,,,1,CMAVO
lo'enu,33,,,1,CMAVO
lo'ini,3,,,1,CMAVO
lo'inu,2,,,1,CMAVO
lo'iri,1,,,1,CMAVO
lo'iro,3,,,1,CMAVO4
lo'isu'ono,1,,,1,CMAVO4
lo'olo,2,,,1,CMAVO
loba,3,,,1,CMAVO
loba'a,6,,,1,CMAVO4
loba'emi,2,,,1,CMAVO4
loca,2,,,1,CMAVO
loci,12,question_mark,,1,CMAVO
loco'e,1,,,1,CMAVO
loda'i,1,,,1,CMAVO4
lode,26,question_mark,,1,CMAVO
lodi,2,,,1,CMAVO
lodo,12,,,1,CMAVO
lodu'u,43,,,1,CMAVO
lofi'e,7,,,1,CMAVO4
logo'i,3,,,1,CMAVO
loido,1,,,1,CMAVO4
loika,31,,,1,CMAVO
loiki,1,,,1,CMAVO
loimeilai,2,,,1,CMAVO4
loimelai,5,,,1,CMAVO4
loimele,2,,,1,CMAVO4
loimi,1,,,1,CMAVO4
loimu'e,1,,,1,CMAVO4
loinu,92,,,1,CMAVO
loipe'a,2,,,1,CMAVO
loire,5,,,1,CMAVO4
loise,1,,,1,CMAVO
loisi'a,2,,,1,CMAVO4
loivi,7,,,1,CMAVO
loizu'o,1,,,1,CMAVO4
lojei,12,,,1,CMAVO
loka,232,,,1,CMAVO
lokau,10,question_mark,,1,CMAVO
