rafsi_or_cmavo,gismu,as_rafsi_ini,as_rafsi_mid,as_rafsi_fin,as_gismu,as_cmavo
sraku,sraku,0,0,1,22,
srak,sraku,0,0,0,0,
sral,sralo,8,0,0,0,
sralo,sralo,0,0,1,73,
ra'a,srana,5,0,39,0,59
srana,srana,0,0,0,251,
sas,srasu,57,0,0,0,
srasu,srasu,0,0,15,101,
sre,srera,28,0,33,0,
srer,srera,0,0,0,0,
srera,srera,0,0,0,485,
srito,srito,0,0,1,0,
ru'a,sruma,0,0,34,0,124
sruma,sruma,0,0,0,64,
sru,sruri,16,13,26,0,
sac,stace,20,3,0,0,
stace,stace,2,0,6,43,
stac,stace,0,0,0,0,
stagi,stagi,0,0,9,29,
stag,stagi,4,0,0,0,
tak,staku,5,0,0,0,
staku,staku,0,0,3,9,
sta,stali,27,4,41,0,
stal,stali,0,0,0,0,
stani,stani,0,0,5,28,
stan,stani,2,0,0,0,
stapa,stapa,5,0,5,76,
tap,stapa,7,0,0,0,
stasu,stasu,0,0,1,15,
stati,stati,0,0,1,33,
steba,steba,0,0,7,134,
te'i,steci,8,5,28,0,
tec,steci,5,0,0,0,
steci,steci,0,0,0,157,
stedu,stedu,0,0,53,995,
sed,stedu,30,3,0,0,
tel,stela,9,2,0,0,
stela,stela,0,0,2,16,
te'o,stero,0,0,3,0,
stero,stero,0,0,0,7,
sic,stici,28,5,0,0,
stici,stici,0,0,16,127,
stic,stici,0,0,0,0,
ti'i,stidi,41,26,113,0,35
sid,stidi,22,0,0,0,
stid,stidi,0,0,0,0,
stidi,stidi,0,0,0,405,
stidu,stidu,0,0,1,0,
tik,stika,1,4,0,0,
stika,stika,0,0,4,53,
stizu,stizu,0,0,21,351,
tiz,stizu,2,0,0,0,
sto,stodi,13,5,55,0,
stodi,stodi,0,0,0,88,
sun,stuna,53,0,0,0,
stuna,stuna,0,0,29,116,
stun,stuna,0,0,0,0,
tur,stura,16,47,0,0,
su'a,stura,0,0,43,0,
stura,stura,0,0,0,100,
stu,stuzi,97,10,240,0,
tuz,stuzi,0,0,0,0,
suz,su'o,4,1,0,0,
suv,su'u,0,0,3,0,
sucta,sucta,52,0,11,103,
suc,sucta,9,0,0,0,
sud,sudga,135,2,0,0,
sudga,sudga,0,0,1,69,
sfu,sufti,0,0,1,0,
suk,suksa,30,0,0,0,
suksa,suksa,0,0,14,120,
sumji,sumji,0,0,31,42,
sumne,sumne,0,0,5,90,
sumn,sumne,1,0,0,0,
su'i,sumti,34,0,247,0,
sum,sumti,92,8,4,0,
sumt,sumti,0,0,0,0,
sumti,sumti,0,0,0,8740,
sunga,sunga,0,0,1,53,
sul,sunla,12,0,0,0,
sunla,sunla,0,0,1,20,
sur,surla,29,6,0,0,
surla,surla,0,0,1,120,
surl,surla,0,0,0,0,
sut,sutra,95,14,0,0,
sutra,sutra,0,0,14,613,
sutr,sutra,0,0,0,0,
taz,ta,1,0,0,0,
tab,tabno,17,0,0,0,
tabn,tabno,0,0,0,0,
tabra,tabra,0,0,1,16,
tadja,tadja,0,0,4,0,
tadji,tadji,0,0,81,281,
tadj,tadji,8,0,0,0,
tadni,tadni,7,0,150,548,
tad,tadni,83,0,0,0,
tadn,tadni,0,0,0,0,
tag,tagji,5,0,0,0,
tagji,tagji,0,0,3,37,
tal,talsa,4,5,0,0,
talsa,talsa,1,0,3,44,
tamburo,tamburo,0,0,0,0,
tamc,tamca,2,0,0,0,
tamca,tamca,0,0,1,27,
taj,tamji,15,1,0,0,
tamji,tamji,0,0,7,33,
tamj,tamji,0,0,0,0,
tamne,tamne,0,0,15,35,
tamn,tamne,0,1,0,0,
ta'o,tanbo,3,2,35,0,
tac,tance,22,0,0,0,
tance,tance,0,0,4,88,
tanjo,tanjo,0,0,1,8,
tanka,tanka,0,0,5,0,
tank,tanko,24,0,0,0,
tanko,tanko,0,0,1,20,
tau,tanru,39,1,233,0,
tanru,tanru,0,0,1,2709,
tanr,tanru,0,0,0,0,
tansi,tansi,0,0,2,9,
ta'e,tanxe,0,0,16,0,
tax,tanxe,9,0,0,0,
tanxe,tanxe,0,0,1,1860,
tanx,tanxe,0,0,0,0,
tapla,tapla,0,0,7,47,
tapl,tapla,1,0,0,0,
tarb,tarbi,2,0,0,0,
tarbi,tarbi,0,0,2,39,
tar,tarci,31,0,0,0,
tarci,tarci,0,0,7,233,
tarla,tarla,0,0,1,18,
tai,tarmi,13,12,211,0,
tam,tarmi,17,0,0,0,
tarm,tarmi,0,0,0,0,
tarmi,tarmi,0,0,0,191,
tra,tarti,47,14,245,0,
tarti,tarti,0,0,0,100,
taske,taske,0,0,1,25,
ta'i,tatpi,11,0,23,0,
tatpi,tatpi,0,0,0,158,
tat,tatru,41,0,0,0,
tatru,tatru,0,0,1,15,
tatr,tatru,0,0,0,0,
ta'a,tavla,41,38,417,0,59
tav,tavla,71,2,0,0,
tavla,tavla,0,0,8,2406,
tavl,tavla,0,6,0,0,
ta'u,taxfu,38,0,78,0,
taf,taxfu,37,5,0,0,
taxfu,taxfu,0,0,0,142,
cac,tcaci,45,2,0,0,
tcaci,tcaci,0,0,5,126,
tcac,tcaci,0,0,0,0,
tca,tcadu,66,2,42,0,
tcadu,tcadu,0,0,0,377,
tcana,tcana,0,0,20,46,
tcati,tcati,0,0,25,373,
tcat,tcati,16,0,0,0,
tcena,tcena,4,0,4,35,
ten,tcena,3,3,0,0,
tic,tcica,43,18,0,0,
tcica,tcica,12,0,37,82,
tcic,tcica,0,2,0,0,
tcidu,tcidu,34,0,80,1076,
tid,tcidu,24,2,0,0,
tcid,tcidu,0,1,0,0,
tcika,tcika,0,0,12,191,
tcik,tcika,3,0,0,0,
til,tcila,34,7,0,0,
tcila,tcila,0,0,6,94,
tcil,tcila,0,0,0,0,
ti'a,tcima,0,0,66,0,
tim,tcima,2,0,0,0,
tcima,tcima,0,0,0,126,
tcin,tcini,6,0,0,0,
tcini,tcini,0,0,3,101,
tcita,tcita,0,0,86,651,
tcit,tcita,14,1,0,0,
ter,te,2707,459,10,0,
tei,temci,42,27,168,0,
tem,temci,49,4,0,0,
temci,temci,0,0,9,662,
temc,temci,0,0,0,0,
tenfa,tenfa,0,0,2,18,
teg,tengu,2,0,0,0,
te'u,tengu,0,0,1,0,
ted,terdi,54,11,0,0,
terdi,terdi,0,0,16,404,
tep,terpa,71,12,0,0,
te'a,terpa,16,4,51,0,
terpa,terpa,0,0,0,273,
terto,terto,0,0,2,1,
tif,ti,5,0,0,0,
tigni,tigni,0,0,35,63,
tig,tigni,15,4,0,0,
tign,tigni,0,0,0,0,
tip,tikpa,106,37,0,0,
tikpa,tikpa,0,0,11,117,
tikp,tikpa,0,0,0,0,
tilju,tilju,0,0,1,59,
tinbe,tinbe,0,0,18,57,
tib,tinbe,3,0,0,0,
tins,tinsa,7,0,0,0,
tinsa,tinsa,0,0,7,64,
tin,tirna,50,3,0,0,
tirna,tirna,8,0,22,368,
tirse,tirse,0,0,3,11,
tirxu,tirxu,0,0,4,34,
tis,tisna,25,8,0,0,
tisna,tisna,0,0,12,52,
tit,titla,53,13,0,0,
titla,titla,0,0,2,43,
tiv,tivni,8,0,0,0,
tivni,tivni,0,0,8,51,
tivn,tivni,0,0,0,0,
ti'u,tixnu,0,0,74,0,
tix,tixnu,2,0,0,0,
tol,to'e,1469,34,0,0,
to'e,to'e,11,0,0,0,
tok,toknu,13,19,0,0,
toknu,toknu,0,0,3,408,
tod,toldi,4,0,0,0,
toldi,toldi,0,0,2,140,
to'a,tonga,13,9,12,0,
tog,tonga,15,0,0,0,
tong,tonga,0,0,0,0,
tor,tordu,66,1,0,0,
to'u,tordu,3,0,24,0,46
tordu,tordu,0,0,0,139,
ton,torni,8,0,0,0,
to'i,torni,0,0,3,0,
rai,traji,24,493,555,0,69
traji,traji,0,0,0,525,
tran,trano,1,0,0,0,
trat,trati,2,0,0,0,
trati,trati,0,0,1,37,
re'e,trene,0,4,28,0,
ren,trene,8,4,0,0,
trene,trene,0,0,0,37,
ric,tricu,182,5,2,0,
tricu,tricu,0,0,28,342,
tric,tricu,5,0,0,0,
tri,trina,43,8,29,0,
trina,trina,0,0,0,107,
ti'e,trixe,0,0,42,0,
rix,trixe,22,0,0,0,
trix,trixe,0,0,0,0,
trixe,trixe,0,0,0,108,
toi,troci,25,113,107,0,
roc,troci,2,5,0,0,
toc,troci,7,0,0,0,
troc,troci,0,0,0,0,
troci,troci,0,0,0,1055,
tsa,tsali,50,4,13,0,
tsali,tsali,0,0,0,309,
tan,tsani,22,1,0,0,
tsani,tsani,0,0,11,162,
tsan,tsani,0,0,0,0,
tsap,tsapi,3,0,0,0,
tsapi,tsapi,0,0,3,10,
tsi,tsiju,19,0,44,0,
sin,tsina,6,0,0,0,
tsina,tsina,0,0,3,6,
tu'u,tubnu,7,9,62,0,
tubnu,tubnu,0,0,0,47,
tu'i,tugni,11,0,67,0,
tug,tugni,2,4,4,0,
tugni,tugni,0,0,1,431,
tujli,tujli,0,0,1,27,
tu'a,tumla,4,0,87,0,
tum,tumla,24,2,0,0,
tumla,tumla,0,0,0,76,
tub,tunba,38,3,0,0,
tunba,tunba,0,0,12,15,
tunb,tunba,0,0,0,0,
tuk,tunka,16,0,0,0,
tu'o,tunlo,0,0,20,0,
tul,tunlo,10,4,0,0,
tun,tunta,66,4,0,0,
tunta,tunta,0,0,11,27,
tu'e,tuple,0,0,33,0,
tup,tuple,11,7,0,0,
tuple,tuple,0,0,0,653,
tru,turni,148,11,371,0,
turn,turni,0,0,0,0,
turni,turni,0,0,0,348,
tci,tutci,10,8,159,0,
tutra,tutra,0,0,46,37,
tut,tutra,4,8,0,0,
vaz,va,5,0,0,0,
var,vacri,62,0,0,0,
vacri,vacri,0,0,7,151,
vai,vajni,35,28,93,0,
vaj,vajni,34,0,0,0,
vajni,vajni,2,0,0,431,
vajn,vajni,0,0,0,0,
vla,valsi,282,50,2656,0,
val,valsi,4,0,0,0,
vals,valsi,0,0,0,0,
valsi,valsi,0,0,0,1332,
va'i,vamji,0,0,23,0,
vam,vamji,3,0,0,0,
vamji,vamji,0,0,0,96,
vat,vamtu,12,0,0,0,
vamtu,vamtu,0,0,3,18,
vanbi,vanbi,0,0,14,102,
vac,vanci,11,0,0,0,
vanci,vanci,0,0,7,99,
vanc,vanci,0,0,0,0,
van,vanju,38,0,0,0,
vanju,vanju,0,0,6,32,
vau,vasru,3,1,89,0,
vas,vasru,3,3,0,0,
vasru,vasru,0,0,0,375,
va'u,vasxu,10,5,53,0,
vax,vasxu,35,2,0,0,
vasx,vasxu,0,0,0,0,
vasxu,vasxu,0,0,0,54,
vel,ve,917,76,1,0,
ve'u,vecnu,2,0,115,0,
ven,vecnu,67,12,0,0,
vecnu,vecnu,0,0,16,347,
velma,velma,0,0,0,0,
vef,venfu,54,0,0,0,
venfu,venfu,0,0,3,49,
ves,vensa,14,2,0,0,
vensa,vensa,0,0,2,28,
vens,vensa,0,0,0,0,
ver,verba,33,3,0,0,
ve'a,verba,0,0,12,0,
verba,verba,0,0,0,468,
viz,vi,41,5,4,0,
vib,vibna,11,0,0,0,
vibna,vibna,0,0,1,16,
vidn,vidni,46,0,0,0,
vidni,vidni,0,0,5,97,
vir,vidru,5,0,0,0,
vidru,vidru,0,0,2,7,
vifne,vifne,0,0,4,23,
vif,vifne,2,0,0,0,
vi'i,vikmi,0,0,20,0,
vim,vikmi,12,0,0,0,
vik,viknu,6,5,0,0,
viknu,viknu,0,0,4,14,
vi'u,vimcu,0,0,94,0,
vic,vimcu,3,0,0,0,
vimc,vimcu,0,0,0,0,
vimcu,vimcu,0,0,0,170,
vid,vindu,10,0,0,0,
vindu,vindu,0,1,1,36,
vij,vinji,24,0,0,0,
vinji,vinji,2,0,18,59,
vinj,vinji,0,0,0,0,
vip,vipsi,3,0,0,0,
vipsi,vipsi,0,0,3,24,
vri,virnu,14,20,28,0,
vi'a,viska,37,4,72,0,
vis,viska,93,6,0,0,
viska,viska,19,0,0,1407,
visk,viska,0,0,0,0,
vit,vitci,4,0,0,0,
vitci,vitci,0,0,2,7,
vi'e,vitke,16,0,19,0,
vitk,vitke,0,0,0,0,
vitku,vitku,0,0,1,0,
vi'o,vitno,20,0,20,0,
vitn,vitno,0,0,0,0,
vitno,vitno,0,0,0,140,
lag,vlagi,5,0,0,0,
vlagi,vlagi,0,0,1,26,
vil,vlile,57,8,0,0,
vlile,vlile,7,0,6,84,
vlin,vlina,9,0,0,0,
vlina,vlina,0,0,7,22,
vli,vlipa,101,11,30,0,
vlipa,vlipa,0,0,0,157,
von,vo,37,2,0,0,
voi,vofli,27,0,8,0,
vol,vofli,9,0,0,0,
vok,voksa,20,20,0,0,
vo'a,voksa,0,9,10,0,
voks,voksa,0,0,0,0,
voksa,voksa,0,0,0,228,
vro,vorme,61,6,115,0,
vor,vorme,0,0,0,0,
vra,vraga,0,14,25,0,
va'a,vraga,0,0,16,0,
vei,vreji,10,27,64,0,
rej,vreji,25,0,0,0,
vrej,vreji,0,0,0,0,
vre,vreta,18,2,23,0,
vric,vrici,11,0,0,0,
vrici,vrici,0,0,8,241,
vu'e,vrude,7,0,45,0,14
vud,vrude,5,0,0,0,
vrude,vrude,0,0,0,68,
vus,vrusi,84,0,0,0,
vu'i,vrusi,4,0,6,0,
vuz,vu,23,10,0,0,
vur,vukro,1,0,0,0,
vu'o,vukro,0,0,1,0,
xav,xa,13,0,0,0,
xa'u,xabju,45,2,76,0,
xabju,xabju,0,0,2,633,
xabj,xabju,0,0,0,0,
xab,xadba,34,0,0,0,
xadba,xadba,0,0,16,56,
xad,xadni,66,3,0,0,
xadni,xadni,0,0,9,210,
xagji,xagji,4,0,18,109,
xagri,xagri,0,0,4,5,
xagr,xagri,0,1,0,0,
xam,xajmi,50,16,0,0,
xajmi,xajmi,2,0,19,176,
xajm,xajmi,0,0,0,0,
xaksu,xaksu,0,0,50,107,
xak,xaksu,0,17,0,0,
xalbo,xalbo,0,0,1,32,
xal,xalka,23,20,0,0,
xalka,xalka,0,0,4,60,
xalni,xalni,0,0,1,68,
xau,xamgu,365,60,128,0,
xag,xamgu,151,0,0,0,
xamg,xamgu,0,0,0,0,
xamgu,xamgu,0,0,0,1059,
xa'o,xampo,0,0,2,0,
xas,xamsi,125,2,0,0,
xamsi,xamsi,0,0,14,146,
xan,xance,143,58,0,0,
xa'e,xance,0,4,40,0,
xanc,xance,0,0,0,0,
xance,xance,0,0,0,289,
xank,xanka,6,0,0,0,
xanka,xanka,0,0,2,171,
xar,xanri,101,1,0,0,
xanri,xanri,1,0,30,180,
xant,xanto,18,0,0,0,
xanto,xanto,0,0,5,105,
xac,xarci,76,0,0,0,
xa'i,xarci,2,0,66,0,
xarju,xarju,0,0,25,30,
xaj,xarju,9,0,0,0,
xarnu,xarnu,0,0,8,32,
xarn,xarnu,7,0,0,0,
xasl,xasli,3,0,0,0,
xasli,xasli,0,0,1,65,
xasne,xasne,0,0,2,31,
xa'a,xatra,4,0,73,0,
xatra,xatra,0,0,0,147,
xatsi,xatsi,0,0,2,0,
zdo,xazdo,3,5,12,0,
xaz,xazdo,0,0,0,0,
xazd,xazdo,0,0,0,0,
xazdo,xazdo,0,0,0,32,
xel,xe,174,98,0,0,
xem,xe,25,27,0,0,
xei,xebni,0,0,25,0,
xebni,xebni,0,0,0,99,
bro,xebro,12,0,21,0,
xebro,xebro,0,0,0,11,
cto,xecto,17,0,9,0,
xet,xecto,0,0,0,0,
xej,xedja,3,0,0,0,
xe'a,xedja,1,0,1,0,
xek,xekri,47,0,0,0,
xe'i,xekri,4,0,6,0,
xekr,xekri,0,0,0,0,
xekri,xekri,0,0,0,380,
xelso,xelso,0,0,8,68,
xes,xelso,8,0,0,0,
xe'o,xendo,0,2,9,0,
xed,xendo,0,5,0,0,
xendo,xendo,0,0,0,48,
xer,xenru,32,14,0,0,
xe'u,xenru,1,0,1,0,
xenru,xenru,0,0,0,111,
xexso,xexso,0,0,2,1,
xin,xindo,13,0,0,0,
xindo,xindo,0,0,1,21,
xinmo,xinmo,0,0,6,4,
xir,xirma,48,17,0,0,
xi'a,xirma,0,0,36,0,
xirm,xirma,0,6,0,0,
xirma,xirma,0,0,0,258,
xil,xislu,19,18,0,0,
xi'u,xislu,0,0,12,0,
xislu,xislu,0,0,0,32,
xispo,xispo,0,0,1,13,
xla,xlali,85,40,17,0,
xlal,xlali,0,0,0,0,
xlu,xlura,11,18,51,0,
xlura,xlura,0,0,0,152,
xoi,xotli,0,0,4,0,
xotli,xotli,0,0,2,30,
rab,xrabo,10,0,0,0,
xrabo,xrabo,0,0,1,31,
xai,xrani,7,2,125,0,
xrani,xrani,0,0,0,142,
xis,xriso,90,0,0,0,
xi'o,xriso,22,0,2,0,
xriso,xriso,0,0,2,53,
xris,xriso,0,0,0,0,
xruba,xruba,0,0,6,19,
xub,xruba,2,0,0,0,
xuk,xruki,40,0,0,0,
xruki,xruki,0,0,1,52,
xruk,xruki,0,0,0,0,
rul,xrula,52,8,0,0,
xrula,xrula,0,0,5,149,
xru,xruti,110,3,139,0,
xrut,xruti,0,0,0,0,
xruti,xruti,0,0,0,524,
xum,xukmi,26,0,0,0,
xu'i,xukmi,0,0,12,0,
xukmi,xukmi,0,0,0,54,
xun,xunre,68,0,0,0,
xu'e,xunre,13,0,42,0,
xunre,xunre,10,0,0,683,
xunr,xunre,0,0,0,0,
xu'o,xurdo,0,0,1,0,
xu'a,xusra,1,0,70,0,
xus,xusra,14,1,0,0,
xusra,xusra,0,0,0,380,
xul,xutla,12,0,0,0,
zaz,za'i,0,7,33,0,
za'o,za'o,6,0,0,0,
zan,zabna,324,0,0,0,
za'a,zabna,7,0,14,0,
zabn,zabna,0,0,0,0,
zaj,zajba,8,0,0,0,
zajba,zajba,0,0,1,14,
zal,zalvi,7,0,0,0,
zalvi,zalvi,0,0,2,4,
zau,zanru,30,49,49,0,27
zar,zanru,7,0,0,0,
zanr,zanru,0,0,0,0,
zanru,zanru,0,0,0,336,
zai,zarci,3,1,37,0,
zarci,zarci,0,0,0,1098,
zag,zargu,15,0,0,0,
za'u,zargu,0,0,6,0,
zas,zasni,69,3,0,0,
zasni,zasni,0,0,2,157,
zaste,zaste,0,0,2,0,
za'i,zasti,3,0,120,0,288
zat,zasti,12,0,0,0,
zasti,zasti,0,0,0,648,
bab,zbabu,5,0,0,0,
zbabu,zbabu,0,0,4,20,
zbani,zbani,0,0,1,6,
zba,zbasu,19,22,149,0,
zbasu,zbasu,0,0,0,844,
zbe,zbepi,1,0,23,0,
zbepi,zbepi,0,0,0,28,
zda,zdani,155,51,586,0,
zdani,zdani,0,0,13,1178,
zdan,zdani,0,0,0,0,
zdi,zdile,40,1,133,0,
zil,zdile,82,0,0,0,
zdile,zdile,0,0,4,319,
zel,ze,4,0,0,0,
ze'e,ze'e,0,0,1,0,
zei,zekri,106,3,31,0,
zer,zekri,116,0,0,0,
zekr,zekri,0,0,0,0,
ze'a,zenba,0,0,80,0,
zen,zenba,21,12,0,0,
zenba,zenba,0,0,0,189,
zepti,zepti,0,0,2,0,
zetro,zetro,0,0,2,3,
zet,zetro,1,0,0,0,
zga,zgana,46,0,114,0,
zgana,zgana,0,0,2,682,
zgan,zgana,0,0,0,0,
zgi,zgike,81,9,21,0,
gi'e,zgike,2,4,1,0,
zgik,zgike,0,0,0,0,
zgike,zgike,0,0,0,171,
zi'e,zifre,9,5,62,0,
zif,zifre,33,0,0,0,
zifre,zifre,3,0,0,352,
zifr,zifre,0,0,0,0,
zin,zinki,0,11,0,0,
zir,zirpu,108,3,0,0,
zi'u,zirpu,0,0,52,0,
zirpu,zirpu,0,0,12,114,
vle,zivle,0,0,6,0,
mau,zmadu,36,61,573,0,118
zma,zmadu,154,4,294,0,
zad,zmadu,0,5,0,0,
zmadu,zmadu,0,0,0,1355,
zmi,zmiku,9,0,9,0,
zum,zu'o,0,0,13,0,
zu'e,zukte,10,19,284,0,24
zuk,zukte,16,9,0,0,
zukte,zukte,0,0,5,617,
zmu,zumri,4,0,1,0,
zug,zungi,13,0,0,0,
zungi,zungi,0,0,1,22,
zul,zunle,15,0,0,0,
zunle,zunle,0,0,2,210,
zun,zunti,30,20,0,0,
zu'i,zunti,0,1,7,0,
zunti,zunti,0,0,0,72,
tse,zutse,54,2,76,0,
zut,zutse,0,1,0,0,
zutse,zutse,0,0,0,347,
zva,zvati,164,4,102,0,
zvati,zvati,0,0,13,1218,
mub,,40,0,0,0,
pup,,11,0,0,0,
zam,,9,2,0,0,
nij,,10,0,0,0,
diu,,0,0,5,0,
vom,,5,0,0,0,
kie,,4,0,0,0,
zab,,3,0,0,0,
boo,,0,0,2,0,
job,,2,0,0,0,
kio,,2,0,0,0,
rea,,0,0,2,0,
vijn,,2,0,0,0,
luu,,1,0,0,0,
pika,,0,0,1,0,
sio,,0,0,1,0,
sui,,0,0,1,0,
brodo,brodo,,,,8,
brodu,brodu,,,,43,
cicna,cicna,,,,19,
mapni,mapni,,,,18,
nikle,nikle,,,,5,
nukni,nukni,,,,55,
panje,panje,,,,2,
sfofa,sfofa,,,,49,
sliri,sliri,,,,14,
tinci,tinci,,,,16,
va'o,vanbi,,,,0,494
zu'a,zunle,,,,0,86
vu'a,stici,,,,0,17
pu,purci,,,,0,4350
ca,cabna,,,,0,6219
ba,balvi,,,,0,3112
nu,fasnu,,,,0,9999
ni,klani,,,,0,3004
se'o,senva,,,,0,112
do'a,dunda,,,,0,49
pe'u,cpedu,,,,0,216
ki'e,ckire,,,,0,465
fi'i,friti,,,,0,124
be'e,benji,,,,0,14
re'i,bredi,,,,0,12
je'e,jimpe,,,,0,119
ke'o,krefu,,,,0,43
fe'o,fanmo,,,,0,50
mi'e,mi,,,,0,5570
sau,sarcu,,,,0,537
tai,tamsmi,,,,0,823
ga'a,zgana,,,,0,55
la'u,klani,,,,0,126
le'a,klesi,,,,0,42
ra'i,krasi,,,,0,134
tu'i,stuzi,,,,0,156
fi'e,finti,,,,0,46
ma'e,marji,,,,0,13
mu'u,mupli,,,,0,117
ti'u,tcika,,,,0,75
ri'i,lifri,,,,0,49
va'u,xamgu,,,,0,5
ba'i,basti,,,,0,88
ci'o,cinmo,,,,0,41
cu'u,cusku,,,,0,512
de'i,detri,,,,0,103
di'o,diklo,,,,0,113
du'o,djuno,,,,0,94
ja'i,javni,,,,0,66
ji'e,jimte,,,,0,57
ji'o,jitro,,,,0,19
ji'u,jicmu,,,,0,107
ka'a,klama,,,,0,50
ku'u,kulnu,,,,0,95
ma'i,manri,,,,0,87
pa'a,panra,,,,0,142
pa'u,pagbu,,,,0,15
pi'o,pilno,,,,0,83
po'i,porsi,,,,0,34
pu'e,pruce,,,,0,53
si'u,sidju,,,,0,49
ta'i,tadji,,,,0,266
ri'u,pritu,,,,0,24
ga'u,gapru,,,,0,74
ca'u,crane,,,,0,47
be'a,berti,,,,0,75
ti'a,trixe,,,,0,18
ru'u,sruri,,,,0,144
pa'o,pagre,,,,0,101
ne'u,snanu,,,,0,14
du'a,stuna,,,,0,12
ka,ckaji,,,,0,6033
du'u,du,,,,0,
su'u,sucta,,,,0,254
jei,jetnu,,,,0,1157
ga'i,galtu,,,,0,199
ri'e,zifre,,,,0,15
fu'i,frili,,,,0,25
se'a,sevzi,,,,0,28
ja'o,jalge,,,,0,120
ba'a,balvi,,,,0,161
su'a,sucta,,,,0,82
ti'e,tirna,,,,0,164
ka'u,kulnu,,,,0,129
za'a,zgana,,,,0,271
pe'i,pensi,,,,0,2016
ku'i,karbi,,,,0,2003
ji'a,jmina,,,,0,1087
si'a,simsa,,,,0,92
va'i,valsi,,,,0,121
ta'u,tanru,,,,0,57
li'a,klina,,,,0,260
ba'u,banli,,,,0,59
sa'e,satci,,,,0,125
sa'u,sampu,,,,0,31
pa'e,pajni,,,,0,23
la'a,lakne,,,,0,231
ta'o,tanjo,,,,0,286
ra'u,ralju,,,,0,36
mu'a,mupli,,,,0,301
ru'e,ruble,,,,0,
sai,tsali,,,,0,
ke'i,kalri,,,,0,6
du,dunli,,,,,2745
