rafsi_or_cmavo	rafsi_or_cmavo_shape	rafsi_or_cmavo_len	gismu	gismu_shape	gismu_pos	as_rafsi_ini	as_rafsi_med	as_rafsi_fin	as_rafsi	percentage_ini	percentage_med	percentage_fin	as_gismu	as_cmavo	gismu:1	gismu_freq
cant	CACC	4	canti	CACCA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	canti	3.0
carce	CACCA	5	carce	CACCA	14 2 3 14 5	0	0	15	15	0.0	0.0	100.0	26	0	carce	15.0
cai	CAA	3	carmi	CACCA	1 2 5	99	5	102	206	0.0	0.0	0.0	0	0	carmi	314.0
cam	CAC	3	carmi	CACCA	1 2 4	106	2	0	108	0.0	0.0	0.0	0	0	carmi	314.0
carm	CACC	4	carmi	CACCA	1 2 3 4	0	0	0	0				0	0	carmi	314.0
car	CAC	3	carna	CACCA	1 25 3	38	13	0	51	0.0	0.0	0.0	0	0	carna	98.0
carna	CACCA	5	carna	CACCA	1 25 3 4 25	0	0	47	47	0.0	0.0	100.0	92	0	carna	98.0
cartu	CACCA	5	cartu	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	21	0	cartu	6.0
cat	CAC	3	cartu	CACCA	1 2 4	0	1	0	1	0.0	100.0	0.0	0	0	cartu	6.0
carvi	CACCA	5	carvi	CACCA	1 2 3 4 5	0	0	15	15	0.0	0.0	100.0	227	0	carvi	29.0
cav	CAC	3	carvi	CACCA	1 2 4	12	2	0	14	0.0	0.0	0.0	0	0	carvi	29.0
snu	CCA	3	casnu	CACCA	3 4 5	96	18	101	215	0.0	0.0	0.0	0	0	casnu	215.0
casnu	CACCA	5	casnu	CACCA	1 2 3 4 5	0	0	0	0				727	0	casnu	215.0
ca'e	CAA	3	catke	CACCA	1 2 5	13	1	21	35	0.0	0.0	0.0	0	0	catke	35.0
catk	CACC	4	catke	CACCA	1 2 3 4	0	0	0	0				0	0	catke	35.0
catke	CACCA	5	catke	CACCA	1 2 3 4 5	0	0	0	0				99	0	catke	35.0
cta	CCA	3	catlu	CACCA	1 3 2	38	7	178	223	0.0	0.0	0.0	0	0	catlu	227.0
catlu	CACCA	5	catlu	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	599	0	catlu	227.0
catl	CACC	4	catlu	CACCA	1 2 3 4	0	0	0	0				0	0	catlu	227.0
ca'i	CAA	3	catni	CACCA	1 2 5	9	0	40	49	0.0	0.0	0.0	0	74	catni	49.0
catr	CACC	4	catra	CACCA	1 25 3 4	67	2	0	69	0.0	0.0	0.0	0	0	catra	126.0
catra	CACCA	5	catra	CACCA	1 25 3 4 25	0	0	57	57	0.0	0.0	100.0	327	0	catra	126.0
caxno	CACCA	5	caxno	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	9	0	caxno	5.0
cax	CAC	3	caxno	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	caxno	5.0
cec	CAC	3	ce	CA	1 2 1	8	0	0	8	100.0	0.0	0.0	0	0	ce	8.0
ce'a	CAA	3	cecla	CACCA	13 2 5	4	0	56	60	0.0	0.0	0.0	0	0	cecla	69.0
cel	CAC	3	cecla	CACCA	13 2 4	9	0	0	9	100.0	0.0	0.0	0	0	cecla	69.0
cecla	CACCA	5	cecla	CACCA	13 2 13 4 5	0	0	0	0				164	0	cecla	69.0
ce'u	CAA	3	cecmu	CACCA	13 2 5	0	0	84	84	0.0	0.0	100.0	0	0	cecmu	108.0
cecmu	CACCA	5	cecmu	CACCA	13 2 13 4 5	0	0	15	15	0.0	0.0	100.0	296	0	cecmu	108.0
cem	CAC	3	cecmu	CACCA	13 2 4	7	2	0	9	0.0	0.0	0.0	0	0	cecmu	108.0
cedra	CACCA	5	cedra	CACCA	1 2 3 4 5	0	0	26	26	0.0	0.0	100.0	59	0	cedra	35.0
cedr	CACC	4	cedra	CACCA	1 2 3 4	8	1	0	9	0.0	0.0	0.0	0	0	cedra	35.0
cne	CCA	3	cenba	CACCA	1 3 2	22	7	53	82	0.0	0.0	0.0	0	0	cenba	82.0
cenb	CACC	4	cenba	CACCA	1 2 3 4	0	0	0	0				0	0	cenba	82.0
ces	CAC	3	censa	CACCA	1 2 4	83	6	0	89	0.0	0.0	0.0	0	0	censa	92.0
censa	CACCA	5	censa	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	98	0	censa	92.0
cens	CACC	4	censa	CACCA	1 2 3 4	0	0	0	0				0	0	censa	92.0
cen	CAC	3	centi	CACCA	1 2 3	0	4	0	4	0.0	100.0	0.0	0	0	centi	6.0
centi	CACCA	5	centi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	3	0	centi	6.0
cerda	CACCA	5	cerda	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	68	0	cerda	13.0
ced	CAC	3	cerda	CACCA	1 2 4	6	0	0	6	100.0	0.0	0.0	0	0	cerda	13.0
cer	CAC	3	cerni	CACCA	1 2 3	24	0	0	24	100.0	0.0	0.0	0	0	cerni	36.0
cerni	CACCA	5	cerni	CACCA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	174	0	cerni	36.0
cre	CCA	3	certu	CACCA	1 3 2	38	0	87	125	0.0	0.0	0.0	0	0	certu	130.0
cet	CAC	3	certu	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	certu	130.0
certu	CACCA	5	certu	CACCA	1 2 3 4 5	2	0	0	2	100.0	0.0	0.0	291	0	certu	130.0
cei	CAA	3	cevni	CACCA	1 2 5	97	3	74	174	0.0	0.0	0.0	0	0	cevni	205.0
cev	CAC	3	cevni	CACCA	1 2 3	31	0	0	31	100.0	0.0	0.0	0	0	cevni	205.0
cevni	CACCA	5	cevni	CACCA	1 2 3 4 5	0	0	0	0				467	0	cevni	205.0
cfa	CCA	3	cfari	CCACA	1 2 3	93	27	57	177	0.0	0.0	0.0	0	0	cfari	177.0
cfar	CCAC	4	cfari	CCACA	1 2 3 4	0	0	0	0				0	0	cfari	177.0
cfari	CCACA	5	cfari	CCACA	1 2 3 4 5	0	0	0	0				294	0	cfari	177.0
fi'a	CAA	3	cfika	CCACA	2 3 5	0	23	95	118	0.0	0.0	0.0	0	0	cfika	154.0
fik	CAC	3	cfika	CCACA	2 3 4	5	31	0	36	0.0	0.0	0.0	0	0	cfika	154.0
cfi	CCA	3	cfila	CCACA	1 2 3	3	0	26	29	0.0	0.0	0.0	0	0	cfila	29.0
cfine	CCACA	5	cfine	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	10	0	cfine	1.0
fi'u	CAA	3	cfipu	CCACA	2 3 5	23	5	17	45	0.0	0.0	0.0	0	0	cfipu	45.0
cfip	CCAC	4	cfipu	CCACA	1 2 3 4	0	0	0	0				0	0	cfipu	45.0
cfipu	CCACA	5	cfipu	CCACA	1 2 3 4 5	0	0	0	0				306	0	cfipu	45.0
cib	CAC	3	ci	CA	1 2 	90	10	0	100	0.0	0.0	0.0	0	0	ci	100.0
blu	CCA	3	ciblu	CACCA	3 4 5	12	20	3	35	0.0	0.0	0.0	0	0	ciblu	35.0
dja	CCA	3	cidja	CACCA	3 4 5	124	3	58	185	0.0	0.0	0.0	0	0	cidja	185.0
cidj	CACC	4	cidja	CACCA	1 2 3 4	0	0	0	0				0	0	cidja	185.0
cid	CAC	3	cidni	CACCA	1 25 3	53	0	0	53	100.0	0.0	0.0	0	0	cidni	59.0
cidni	CACCA	5	cidni	CACCA	1 25 3 4 25	0	0	6	6	0.0	0.0	100.0	31	0	cidni	59.0
dro	CCA	3	cidro	CACCA	3 4 5	4	0	6	10	0.0	0.0	0.0	0	0	cidro	10.0
cif	CAC	3	cifnu	CACCA	1 2 3	22	0	0	22	100.0	0.0	0.0	0	0	cifnu	41.0
cifnu	CACCA	5	cifnu	CACCA	1 2 3 4 5	0	0	19	19	0.0	0.0	100.0	148	0	cifnu	41.0
cifn	CACC	4	cifnu	CACCA	1 2 3 4	0	0	0	0				0	0	cifnu	41.0
cigla	CACCA	5	cigla	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	11	0	cigla	9.0
cigle	CACCA	5	cigle	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	cigle	2.0
cikna	CACCA	5	cikna	CACCA	1 2 3 4 5	0	0	37	37	0.0	0.0	100.0	139	0	cikna	66.0
cik	CAC	3	cikna	CACCA	1 2 3	27	2	0	29	0.0	0.0	0.0	0	0	cikna	66.0
cikn	CACC	4	cikna	CACCA	1 2 3 4	0	0	0	0				0	0	cikna	66.0
cikre	CACCA	5	cikre	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	95	0	cikre	2.0
cki	CCA	3	ciksi	CACCA	1 3 25	38	1	100	139	0.0	0.0	0.0	0	0	ciksi	139.0
ciksi	CACCA	5	ciksi	CACCA	1 25 3 4 25	0	0	0	0				271	0	ciksi	139.0
cic	CAC	3	cilce	CACCA	14 2 14	73	0	0	73	100.0	0.0	0.0	0	0	cilce	97.0
cilce	CACCA	5	cilce	CACCA	14 2 3 14 5	0	0	24	24	0.0	0.0	100.0	70	0	cilce	97.0
cilc	CACC	4	cilce	CACCA	14 2 3 14	0	0	0	0				0	0	cilce	97.0
cim	CAC	3	cilmo	CACCA	1 2 4	103	22	0	125	0.0	0.0	0.0	0	0	cilmo	128.0
cilmo	CACCA	5	cilmo	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	98	0	cilmo	128.0
cilm	CACC	4	cilmo	CACCA	1 2 3 4	0	0	0	0				0	0	cilmo	128.0
cli	CCA	3	cilre	CACCA	1 3 2	24	1	29	54	0.0	0.0	0.0	0	0	cilre	54.0
cilr	CACC	4	cilre	CACCA	1 2 3 4	0	0	0	0				0	0	cilre	54.0
cil	CAC	3	cilta	CACCA	1 2 3	4	0	0	4	100.0	0.0	0.0	0	0	cilta	8.0
cilta	CACCA	5	cilta	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	30	0	cilta	8.0
cimde	CACCA	5	cimde	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	45	0	cimde	10.0
cimd	CACC	4	cimde	CACCA	1 2 3 4	0	1	0	1	0.0	100.0	0.0	0	0	cimde	10.0
cimni	CACCA	5	cimni	CACCA	1 25 3 4 25	0	0	12	12	0.0	0.0	100.0	49	0	cimni	19.0
cimn	CACC	4	cimni	CACCA	1 25 3 4	7	0	0	7	100.0	0.0	0.0	0	0	cimni	19.0
cinba	CACCA	5	cinba	CACCA	1 2 3 4 5	14	0	3	17	0.0	0.0	0.0	299	0	cinba	17.0
cindu	CACCA	5	cindu	CACCA	1 2 3 4 5	0	0	19	19	0.0	0.0	100.0	30	0	cindu	23.0
cind	CACC	4	cindu	CACCA	1 2 3 4	4	0	0	4	100.0	0.0	0.0	0	0	cindu	23.0
cinfo	CACCA	5	cinfo	CACCA	1 2 3 4 5	0	0	18	18	0.0	0.0	100.0	369	0	cinfo	19.0
cinf	CACC	4	cinfo	CACCA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	cinfo	19.0
cinfu	CACCA	5	cinfu	CACCA	1 2 3 4 5	0	0	10	10	0.0	0.0	100.0	0	0	cinfu	10.0
cinje	CACCA	5	cinje	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	23	0	cinje	2.0
cinki	CACCA	5	cinki	CACCA	1 25 3 4 25	0	0	26	26	0.0	0.0	100.0	58	0	cinki	26.0
cinla	CACCA	5	cinla	CACCA	1 2 3 4 5	0	0	19	19	0.0	0.0	100.0	54	0	cinla	25.0
cinl	CACC	4	cinla	CACCA	1 2 3 4	6	0	0	6	100.0	0.0	0.0	0	0	cinla	25.0
cni	CCA	3	cinmo	CACCA	1 3 2	95	16	106	217	0.0	0.0	0.0	0	0	cinmo	217.0
cinm	CACC	4	cinmo	CACCA	1 2 3 4	0	0	0	0				0	0	cinmo	217.0
cinmo	CACCA	5	cinmo	CACCA	1 2 3 4 5	0	0	0	0				372	0	cinmo	217.0
ci'i	CAA	3	cinri	CACCA	1 25 25	22	4	103	129	0.0	0.0	0.0	0	0	cinri	129.0
cinr	CACC	4	cinri	CACCA	1 25 3 4	0	0	0	0				0	0	cinri	129.0
cinri	CACCA	5	cinri	CACCA	1 25 3 4 25	0	0	0	0				475	0	cinri	129.0
cin	CAC	3	cinse	CACCA	1 2 3	62	70	0	132	0.0	0.0	0.0	0	0	cinse	155.0
cinse	CACCA	5	cinse	CACCA	1 2 3 4 5	4	0	19	23	0.0	0.0	0.0	109	0	cinse	155.0
cins	CACC	4	cinse	CACCA	1 2 3 4	0	0	0	0				0	0	cinse	155.0
cint	CACC	4	cinta	CACCA	1 2 3 4	42	0	0	42	100.0	0.0	0.0	0	0	cinta	51.0
cinta	CACCA	5	cinta	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	150	0	cinta	51.0
cinz	CACC	4	cinza	CACCA	1 2 3 4	3	0	0	3	100.0	0.0	0.0	0	0	cinza	6.0
cinza	CACCA	5	cinza	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	16	0	cinza	6.0
cpi	CCA	3	cipni	CACCA	1 3 25	11	2	99	112	0.0	0.0	0.0	0	0	cipni	112.0
cipni	CACCA	5	cipni	CACCA	1 25 3 4 25	0	0	0	0				680	0	cipni	112.0
cipnu	CACCA	5	cipnu	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	cipnu	1.0
cipra	CACCA	5	cipra	CACCA	1 2 3 4 5	4	0	18	22	0.0	0.0	0.0	168	0	cipra	34.0
cip	CAC	3	cipra	CACCA	1 2 3	4	8	0	12	0.0	0.0	0.0	0	0	cipra	34.0
cipre	CACCA	5	cipre	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	cipre	1.0
cri	CCA	3	cirko	CACCA	1 3 2	6	2	38	46	0.0	0.0	0.0	0	0	cirko	46.0
cirk	CACC	4	cirko	CACCA	1 2 3 4	0	0	0	0				0	0	cirko	46.0
cirla	CACCA	5	cirla	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	123	0	cirla	6.0
cirna	CACCA	5	cirna	CACCA	1 2 3 4 5	0	0	34	34	0.0	0.0	100.0	0	0	cirna	34.0
cirni	CACCA	5	cirni	CACCA	1 25 3 4 25	0	0	8	8	0.0	0.0	100.0	0	0	cirni	8.0
ci'a	CAA	3	ciska	CACCA	1 2 5	47	12	230	289	0.0	0.0	0.0	0	0	ciska	293.0
ciska	CACCA	5	ciska	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	955	0	ciska	293.0
cisk	CACC	4	ciska	CACCA	1 2 3 4	0	0	0	0				0	0	ciska	293.0
cism	CACC	4	cisma	CACCA	1 2 3 4	15	0	0	15	100.0	0.0	0.0	0	0	cisma	24.0
cisma	CACCA	5	cisma	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	130	0	cisma	24.0
ci'e	CAA	3	ciste	CACCA	1 2 5	19	3	168	190	0.0	0.0	0.0	0	93	ciste	190.0
ciste	CACCA	5	ciste	CACCA	1 2 3 4 5	0	0	0	0				218	0	ciste	190.0
cti	CCA	3	citka	CACCA	1 3 2	125	17	53	195	0.0	0.0	0.0	0	0	citka	195.0
citk	CACC	4	citka	CACCA	1 2 3 4	0	0	0	0				0	0	citka	195.0
citka	CACCA	5	citka	CACCA	1 2 3 4 5	0	0	0	0				1696	0	citka	195.0
ci'o	CAA	3	citno	CACCA	1 2 5	14	0	228	242	0.0	0.0	0.0	0	0	citno	390.0
cit	CAC	3	citno	CACCA	1 2 3	127	17	0	144	0.0	0.0	0.0	0	0	citno	390.0
citno	CACCA	5	citno	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	462	0	citno	390.0
cir	CAC	3	citri	CACCA	1 25 4	31	0	0	31	100.0	0.0	0.0	0	0	citri	34.0
citri	CACCA	5	citri	CACCA	1 25 3 4 25	0	0	3	3	0.0	0.0	100.0	59	0	citri	34.0
citsi	CACCA	5	citsi	CACCA	1 25 3 4 25	0	0	14	14	0.0	0.0	100.0	38	0	citsi	17.0
cits	CACC	4	citsi	CACCA	1 25 3 4	2	1	0	3	0.0	0.0	0.0	0	0	citsi	17.0
civ	CAC	3	civla	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	civla	4.0
civla	CACCA	5	civla	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	29	0	civla	4.0
cizra	CACCA	5	cizra	CACCA	1 2 3 4 5	3	0	21	24	0.0	0.0	0.0	458	0	cizra	44.0
ciz	CAC	3	cizra	CACCA	1 2 3	20	0	0	20	100.0	0.0	0.0	0	0	cizra	44.0
ckabu	CCACA	5	ckabu	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	12	0	ckabu	2.0
kaf	CAC	3	ckafi	CCACA	2 3 4	441	0	0	441	100.0	0.0	0.0	0	0	ckafi	447.0
ckafi	CCACA	5	ckafi	CCACA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	533	0	ckafi	447.0
ckaf	CCAC	4	ckafi	CCACA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	ckafi	447.0
kai	CAA	3	ckaji	CCACA	2 3 5	37	2	178	217	0.0	0.0	0.0	0	246	ckaji	217.0
ckaj	CCAC	4	ckaji	CCACA	1 2 3 4	0	0	0	0				0	0	ckaji	217.0
ckaji	CCACA	5	ckaji	CCACA	1 2 3 4 5	0	0	0	0				703	0	ckaji	217.0
cka	CCA	3	ckana	CCACA	1 2 35	39	8	5	52	0.0	0.0	0.0	0	0	ckana	52.0
cap	CAC	3	ckape	CCACA	1 3 4	12	2	0	14	0.0	0.0	0.0	0	0	ckape	22.0
ckape	CCACA	5	ckape	CCACA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	84	0	ckape	22.0
ckasu	CCACA	5	ckasu	CCACA	1 2 3 4 5	4	0	22	26	0.0	0.0	0.0	32	0	ckasu	46.0
cas	CAC	3	ckasu	CCACA	1 3 4	8	12	0	20	0.0	0.0	0.0	0	0	ckasu	46.0
ckas	CCAC	4	ckasu	CCACA	1 2 3 4	0	0	0	0				0	0	ckasu	46.0
cke	CCA	3	ckeji	CCACA	1 2 3	2	0	36	38	0.0	0.0	0.0	0	0	ckeji	38.0
kik	CAC	3	ckiku	CCACA	24 3 24	25	0	0	25	100.0	0.0	0.0	0	0	ckiku	30.0
ckiku	CCACA	5	ckiku	CCACA	1 24 3 24 5	0	0	5	5	0.0	0.0	100.0	33	0	ckiku	30.0
ci'u	CAA	3	ckilu	CCACA	1 3 5	7	0	9	16	0.0	0.0	0.0	0	38	ckilu	16.0
ckil	CCAC	4	ckilu	CCACA	1 2 3 4	0	0	0	0				0	0	ckilu	16.0
ckilu	CCACA	5	ckilu	CCACA	1 2 3 4 5	0	0	0	0				98	0	ckilu	16.0
ki'i	CAA	3	ckini	CCACA	2 35 35	9	2	34	45	0.0	0.0	0.0	0	26	ckini	45.0
ckini	CCACA	5	ckini	CCACA	1 2 35 4 35	0	0	0	0				192	0	ckini	45.0
kir	CAC	3	ckire	CCACA	2 3 4	2	4	0	6	0.0	0.0	0.0	0	0	ckire	10.0
ckire	CCACA	5	ckire	CCACA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	323	0	ckire	10.0
cu'e	CAA	3	ckule	CCACA	1 3 5	0	0	52	52	0.0	0.0	100.0	0	0	ckule	92.0
kul	CAC	3	ckule	CCACA	2 3 4	40	0	0	40	100.0	0.0	0.0	0	0	ckule	92.0
ckul	CCAC	4	ckule	CCACA	1 2 3 4	0	0	0	0				0	0	ckule	92.0
ckule	CCACA	5	ckule	CCACA	1 2 3 4 5	0	0	0	0				377	0	ckule	92.0
ku'u	CAA	3	ckunu	CCACA	2 35 35	4	0	8	12	0.0	0.0	0.0	0	0	ckunu	12.0
lau	CAA	3	cladu	CCACA	2 3 5	75	4	53	132	0.0	0.0	0.0	0	0	cladu	132.0
cladu	CCACA	5	cladu	CCACA	1 2 3 4 5	0	0	0	0				167	0	cladu	132.0
cla	CCA	3	clani	CCACA	1 2 3	210	1	64	275	0.0	0.0	0.0	0	0	clani	275.0
clan	CCAC	4	clani	CCACA	1 2 3 4	0	0	0	0				0	0	clani	275.0
clani	CCACA	5	clani	CCACA	1 2 3 4 5	0	0	0	0				888	0	clani	275.0
cau	CAA	3	claxu	CCACA	1 3 5	22	27	288	337	0.0	0.0	0.0	0	39	claxu	337.0
clax	CCAC	4	claxu	CCACA	1 2 3 4	0	0	0	0				0	0	claxu	337.0
claxu	CCACA	5	claxu	CCACA	1 2 3 4 5	0	0	0	0				305	0	claxu	337.0
clika	CCACA	5	clika	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	39	0	clika	2.0
lir	CAC	3	clira	CCACA	2 3 4	24	0	0	24	100.0	0.0	0.0	0	0	clira	26.0
clira	CCACA	5	clira	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	93	0	clira	26.0
clir	CCAC	4	clira	CCACA	1 2 3 4	0	0	0	0				0	0	clira	26.0
clita	CCACA	5	clita	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	clita	2.0
clite	CCACA	5	clite	CCACA	1 2 3 4 5	0	0	24	24	0.0	0.0	100.0	56	0	clite	42.0
lit	CAC	3	clite	CCACA	2 3 4	18	0	0	18	100.0	0.0	0.0	0	0	clite	42.0
li'a	CAA	3	cliva	CCACA	2 3 5	11	6	75	92	0.0	0.0	0.0	0	0	cliva	125.0
liv	CAC	3	cliva	CCACA	2 3 4	27	3	0	30	0.0	0.0	0.0	0	0	cliva	125.0
cliva	CCACA	5	cliva	CCACA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	602	0	cliva	125.0
cup	CAC	3	clupa	CCACA	1 3 4	29	3	0	32	0.0	0.0	0.0	0	0	clupa	43.0
clupa	CCACA	5	clupa	CCACA	1 2 3 4 5	0	0	11	11	0.0	0.0	100.0	31	0	clupa	43.0
clup	CCAC	4	clupa	CCACA	1 2 3 4	0	0	0	0				0	0	clupa	43.0
cmac	CCAC	4	cmaci	CCACA	14 2 3 14	19	0	0	19	100.0	0.0	0.0	0	0	cmaci	20.0
cmaci	CCACA	5	cmaci	CCACA	14 2 3 14 5	0	0	1	1	0.0	0.0	100.0	65	0	cmaci	20.0
cma	CCA	3	cmalu	CCACA	1 2 3	431	5	39	475	0.0	0.0	0.0	0	0	cmalu	475.0
cmal	CCAC	4	cmalu	CCACA	1 2 3 4	0	0	0	0				0	0	cmalu	475.0
cmalu	CCACA	5	cmalu	CCACA	1 2 3 4 5	0	0	0	0				621	0	cmalu	475.0
ma'a	CAA	3	cmana	CCACA	2 35 35	45	0	38	83	0.0	0.0	0.0	0	0	cmana	83.0
cmana	CCACA	5	cmana	CCACA	1 2 35 4 35	0	0	0	0				180	0	cmana	83.0
ma'o	CAA	3	cmavo	CCACA	2 3 5	188	0	757	945	0.0	0.0	0.0	0	0	cmavo	945.0
cmav	CCAC	4	cmavo	CCACA	1 2 3 4	0	0	0	0				0	0	cmavo	945.0
cme	CCA	3	cmene	CCACA	1 2 35	150	11	207	368	0.0	0.0	0.0	0	0	cmene	377.0
me'e	CAA	3	cmene	CCACA	2 35 35	0	0	9	9	0.0	0.0	100.0	0	112	cmene	377.0
cmen	CCAC	4	cmene	CCACA	1 2 35 4	0	0	0	0				0	0	cmene	377.0
cmene	CCACA	5	cmene	CCACA	1 2 35 4 35	0	0	0	0				1626	0	cmene	377.0
mi'a	CAA	3	cmila	CCACA	2 3 5	44	0	29	73	0.0	0.0	0.0	0	0	cmila	73.0
cmil	CCAC	4	cmila	CCACA	1 2 3 4	0	0	0	0				0	0	cmila	73.0
cmila	CCACA	5	cmila	CCACA	1 2 3 4 5	0	0	0	0				148	0	cmila	73.0
cmi	CCA	3	cmima	CCACA	1 24 3	24	83	152	259	0.0	0.0	0.0	0	0	cmima	262.0
cmima	CCACA	5	cmima	CCACA	1 24 3 24 5	0	0	3	3	0.0	0.0	100.0	852	0	cmima	262.0
mim	CAC	3	cmima	CCACA	24 3 24	0	0	0	0				0	0	cmima	262.0
cmive	CCACA	5	cmive	CCACA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	cmive	2.0
cmo	CCA	3	cmoni	CCACA	1 2 3	20	0	10	30	0.0	0.0	0.0	0	0	cmoni	30.0
na'o	CAA	3	cnano	CCACA	24 3 5	2	2	6	10	0.0	0.0	0.0	0	0	cnano	10.0
neb	CAC	3	cnebo	CCACA	2 3 4	32	0	0	32	100.0	0.0	0.0	0	0	cnebo	47.0
ne'o	CAA	3	cnebo	CCACA	2 3 5	0	9	6	15	0.0	0.0	0.0	0	0	cnebo	47.0
cnebo	CCACA	5	cnebo	CCACA	1 2 3 4 5	0	0	0	0				49	0	cnebo	47.0
ne'u	CAA	3	cnemu	CCACA	2 3 5	0	0	85	85	0.0	0.0	100.0	0	0	cnemu	87.0
nem	CAC	3	cnemu	CCACA	2 3 4	2	0	0	2	100.0	0.0	0.0	0	0	cnemu	87.0
cnemu	CCACA	5	cnemu	CCACA	1 2 3 4 5	0	0	0	0				55	0	cnemu	87.0
nic	CAC	3	cnici	CCACA	2 35 14	22	19	0	41	0.0	0.0	0.0	0	0	cnici	42.0
cnici	CCACA	5	cnici	CCACA	14 2 35 14 35	0	0	1	1	0.0	0.0	100.0	41	0	cnici	42.0
cnic	CCAC	4	cnici	CCACA	14 2 35 14	0	0	0	0				0	0	cnici	42.0
nin	CAC	3	cnino	CCACA	24 3 24	113	29	0	142	0.0	0.0	0.0	0	0	cnino	164.0
ni'o	CAA	3	cnino	CCACA	24 3 5	0	0	22	22	0.0	0.0	100.0	0	0	cnino	164.0
cnin	CCAC	4	cnino	CCACA	1 24 3 24	0	0	0	0				0	0	cnino	164.0
cnino	CCACA	5	cnino	CCACA	1 24 3 24 5	0	0	0	0				615	0	cnino	164.0
nis	CAC	3	cnisa	CCACA	2 3 4	2	0	0	2	100.0	0.0	0.0	0	0	cnisa	2.0
nit	CAC	3	cnita	CCACA	2 3 4	91	5	0	96	0.0	0.0	0.0	0	0	cnita	122.0
ni'a	CAA	3	cnita	CCACA	2 3 5	19	1	6	26	0.0	0.0	0.0	0	83	cnita	122.0
cnit	CCAC	4	cnita	CCACA	1 2 3 4	0	0	0	0				0	0	cnita	122.0
col	CAC	3	co	CA	1 2 	0	6	0	6	0.0	100.0	0.0	0	0	co	6.0
co	CA	2	co	CA	1 2	0	0	0	0				0	0	co	6.0
co'a	CAA	3	co'a	CAA	1 2 4	34	0	0	34	100.0	0.0	0.0	0	0	co'a	34.0
com	CAC	3	co'e	CAA	1 2 	22	1	0	23	0.0	0.0	0.0	0	0	co'e	26.0
co'e	CAA	3	co'e	CAA	1 2 4	1	0	2	3	0.0	0.0	0.0	0	0	co'e	26.0
co'u	CAA	3	co'u	CAA	1 2 4	7	6	0	13	0.0	0.0	0.0	0	0	co'u	13.0
cko	CCA	3	cokcu	CACCA	14 3 2	5	0	34	39	0.0	0.0	0.0	0	0	cokcu	39.0
coi	CAA	3	condi	CACCA	1 2 5	112	2	9	123	0.0	0.0	0.0	0	0	condi	149.0
cno	CCA	3	condi	CACCA	1 3 2	26	0	0	26	100.0	0.0	0.0	0	0	condi	149.0
con	CAC	3	condi	CACCA	1 2 3	0	0	0	0				0	0	condi	149.0
cro	CCA	3	cortu	CACCA	1 3 2	31	11	63	105	0.0	0.0	0.0	0	0	cortu	105.0
cor	CAC	3	cortu	CACCA	1 2 3	0	0	0	0				0	0	cortu	105.0
