rafsi_or_cmavo	rafsi_or_cmavo_shape	rafsi_or_cmavo_len	gismu	gismu_shape	gismu_pos	as_rafsi_ini	as_rafsi_med	as_rafsi_fin	as_rafsi	percentage_ini	percentage_med	percentage_fin	as_gismu	as_cmavo	gismu:1	gismu_freq
tirxu	CACCA	5	tirxu	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	34	0	tirxu	4.0
tis	CAC	3	tisna	CACCA	1 2 3	25	8	0	33	0.0	0.0	0.0	0	0	tisna	45.0
tisna	CACCA	5	tisna	CACCA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	52	0	tisna	45.0
tit	CAC	3	titla	CACCA	13 2 13	53	13	0	66	0.0	0.0	0.0	0	0	titla	68.0
titla	CACCA	5	titla	CACCA	13 2 13 4 5	0	0	2	2	0.0	0.0	100.0	43	0	titla	68.0
tiv	CAC	3	tivni	CACCA	1 25 3	8	0	0	8	100.0	0.0	0.0	0	0	tivni	16.0
tivni	CACCA	5	tivni	CACCA	1 25 3 4 25	0	0	8	8	0.0	0.0	100.0	51	0	tivni	16.0
tivn	CACC	4	tivni	CACCA	1 25 3 4	0	0	0	0				0	0	tivni	16.0
ti'u	CAA	3	tixnu	CACCA	1 2 5	0	0	74	74	0.0	0.0	100.0	0	0	tixnu	76.0
tix	CAC	3	tixnu	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	tixnu	76.0
tol	CAC	3	to'e	CAA	1 2 	1469	34	0	1503	0.0	0.0	0.0	0	0	to'e	1514.0
to'e	CAA	3	to'e	CAA	1 2 4	11	0	0	11	100.0	0.0	0.0	0	0	to'e	1514.0
tok	CAC	3	toknu	CACCA	1 2 3	13	19	0	32	0.0	0.0	0.0	0	0	toknu	35.0
toknu	CACCA	5	toknu	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	408	0	toknu	35.0
tod	CAC	3	toldi	CACCA	1 2 4	4	0	0	4	100.0	0.0	0.0	0	0	toldi	6.0
toldi	CACCA	5	toldi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	140	0	toldi	6.0
to'a	CAA	3	tonga	CACCA	1 2 5	13	9	12	34	0.0	0.0	0.0	0	0	tonga	49.0
tog	CAC	3	tonga	CACCA	1 2 4	15	0	0	15	100.0	0.0	0.0	0	0	tonga	49.0
tong	CACC	4	tonga	CACCA	1 2 3 4	0	0	0	0				0	0	tonga	49.0
tor	CAC	3	tordu	CACCA	1 2 3	66	1	0	67	0.0	0.0	0.0	0	0	tordu	94.0
to'u	CAA	3	tordu	CACCA	1 2 5	3	0	24	27	0.0	0.0	0.0	0	46	tordu	94.0
tordu	CACCA	5	tordu	CACCA	1 2 3 4 5	0	0	0	0				139	0	tordu	94.0
ton	CAC	3	torni	CACCA	1 2 4	8	0	0	8	100.0	0.0	0.0	0	0	torni	11.0
to'i	CAA	3	torni	CACCA	1 2 5	0	0	3	3	0.0	0.0	100.0	0	0	torni	11.0
rai	CAA	3	traji	CCACA	2 3 5	24	493	555	1072	0.0	0.0	0.0	0	69	traji	1072.0
traji	CCACA	5	traji	CCACA	1 2 3 4 5	0	0	0	0				525	0	traji	1072.0
tran	CCAC	4	trano	CCACA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	trano	1.0
trat	CCAC	4	trati	CCACA	14 2 3 14	2	0	0	2	100.0	0.0	0.0	0	0	trati	3.0
trati	CCACA	5	trati	CCACA	14 2 3 14 5	0	0	1	1	0.0	0.0	100.0	37	0	trati	3.0
re'e	CAA	3	trene	CCACA	2 35 35	0	4	28	32	0.0	0.0	0.0	0	0	trene	44.0
ren	CAC	3	trene	CCACA	2 35 4	8	4	0	12	0.0	0.0	0.0	0	0	trene	44.0
trene	CCACA	5	trene	CCACA	1 2 35 4 35	0	0	0	0				37	0	trene	44.0
ric	CAC	3	tricu	CCACA	2 3 4	182	5	2	189	0.0	0.0	0.0	0	0	tricu	222.0
tricu	CCACA	5	tricu	CCACA	1 2 3 4 5	0	0	28	28	0.0	0.0	100.0	342	0	tricu	222.0
tric	CCAC	4	tricu	CCACA	1 2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	tricu	222.0
tri	CCA	3	trina	CCACA	1 2 3	43	8	29	80	0.0	0.0	0.0	0	0	trina	80.0
trina	CCACA	5	trina	CCACA	1 2 3 4 5	0	0	0	0				107	0	trina	80.0
ti'e	CAA	3	trixe	CCACA	1 3 5	0	0	42	42	0.0	0.0	100.0	0	0	trixe	64.0
rix	CAC	3	trixe	CCACA	2 3 4	22	0	0	22	100.0	0.0	0.0	0	0	trixe	64.0
trix	CCAC	4	trixe	CCACA	1 2 3 4	0	0	0	0				0	0	trixe	64.0
trixe	CCACA	5	trixe	CCACA	1 2 3 4 5	0	0	0	0				108	0	trixe	64.0
toi	CAA	3	troci	CCACA	1 3 5	25	113	107	245	0.0	0.0	0.0	0	0	troci	259.0
roc	CAC	3	troci	CCACA	2 3 4	2	5	0	7	0.0	0.0	0.0	0	0	troci	259.0
toc	CAC	3	troci	CCACA	1 3 4	7	0	0	7	100.0	0.0	0.0	0	0	troci	259.0
troc	CCAC	4	troci	CCACA	1 2 3 4	0	0	0	0				0	0	troci	259.0
troci	CCACA	5	troci	CCACA	1 2 3 4 5	0	0	0	0				1055	0	troci	259.0
tsa	CCA	3	tsali	CCACA	1 2 3	50	4	13	67	0.0	0.0	0.0	0	0	tsali	67.0
tsali	CCACA	5	tsali	CCACA	1 2 3 4 5	0	0	0	0				309	0	tsali	67.0
tan	CAC	3	tsani	CCACA	1 3 4	22	1	0	23	0.0	0.0	0.0	0	0	tsani	34.0
tsani	CCACA	5	tsani	CCACA	1 2 3 4 5	0	0	11	11	0.0	0.0	100.0	162	0	tsani	34.0
tsan	CCAC	4	tsani	CCACA	1 2 3 4	0	0	0	0				0	0	tsani	34.0
tsap	CCAC	4	tsapi	CCACA	1 2 3 4	3	0	0	3	100.0	0.0	0.0	0	0	tsapi	6.0
tsapi	CCACA	5	tsapi	CCACA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	10	0	tsapi	6.0
tsi	CCA	3	tsiju	CCACA	1 2 3	19	0	44	63	0.0	0.0	0.0	0	0	tsiju	63.0
sin	CAC	3	tsina	CCACA	2 3 4	6	0	0	6	100.0	0.0	0.0	0	0	tsina	9.0
tsina	CCACA	5	tsina	CCACA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	6	0	tsina	9.0
tu'u	CAA	3	tubnu	CACCA	1 25 25	7	9	62	78	0.0	0.0	0.0	0	0	tubnu	78.0
tubnu	CACCA	5	tubnu	CACCA	1 25 3 4 25	0	0	0	0				47	0	tubnu	78.0
tu'i	CAA	3	tugni	CACCA	1 2 5	11	0	67	78	0.0	0.0	0.0	0	0	tugni	89.0
tug	CAC	3	tugni	CACCA	1 2 3	2	4	4	10	0.0	0.0	0.0	0	0	tugni	89.0
tugni	CACCA	5	tugni	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	431	0	tugni	89.0
tujli	CACCA	5	tujli	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	27	0	tujli	1.0
tu'a	CAA	3	tumla	CACCA	1 2 5	4	0	87	91	0.0	0.0	0.0	0	0	tumla	117.0
tum	CAC	3	tumla	CACCA	1 2 3	24	2	0	26	0.0	0.0	0.0	0	0	tumla	117.0
tumla	CACCA	5	tumla	CACCA	1 2 3 4 5	0	0	0	0				76	0	tumla	117.0
tub	CAC	3	tunba	CACCA	1 2 4	38	3	0	41	0.0	0.0	0.0	0	0	tunba	53.0
tunba	CACCA	5	tunba	CACCA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	15	0	tunba	53.0
tunb	CACC	4	tunba	CACCA	1 2 3 4	0	0	0	0				0	0	tunba	53.0
tuk	CAC	3	tunka	CACCA	1 2 4	16	0	0	16	100.0	0.0	0.0	0	0	tunka	16.0
tu'o	CAA	3	tunlo	CACCA	1 2 5	0	0	20	20	0.0	0.0	100.0	0	0	tunlo	34.0
tul	CAC	3	tunlo	CACCA	1 2 4	10	4	0	14	0.0	0.0	0.0	0	0	tunlo	34.0
tun	CAC	3	tunta	CACCA	14 2 3	66	4	0	70	0.0	0.0	0.0	0	0	tunta	81.0
tunta	CACCA	5	tunta	CACCA	14 2 3 14 5	0	0	11	11	0.0	0.0	100.0	27	0	tunta	81.0
tu'e	CAA	3	tuple	CACCA	1 2 5	0	0	33	33	0.0	0.0	100.0	0	0	tuple	51.0
tup	CAC	3	tuple	CACCA	1 2 3	11	7	0	18	0.0	0.0	0.0	0	0	tuple	51.0
tuple	CACCA	5	tuple	CACCA	1 2 3 4 5	0	0	0	0				653	0	tuple	51.0
tru	CCA	3	turni	CACCA	1 3 2	148	11	371	530	0.0	0.0	0.0	0	0	turni	530.0
turn	CACC	4	turni	CACCA	1 2 3 4	0	0	0	0				0	0	turni	530.0
turni	CACCA	5	turni	CACCA	1 2 3 4 5	0	0	0	0				348	0	turni	530.0
tci	CCA	3	tutci	CACCA	13 4 5	10	8	159	177	0.0	0.0	0.0	0	0	tutci	177.0
tutra	CACCA	5	tutra	CACCA	13 2 13 4 5	0	0	46	46	0.0	0.0	100.0	37	0	tutra	58.0
tut	CAC	3	tutra	CACCA	13 2 13	4	8	0	12	0.0	0.0	0.0	0	0	tutra	58.0
vaz	CAC	3	va	CA	1 2 	5	0	0	5	100.0	0.0	0.0	0	0	va	5.0
var	CAC	3	vacri	CACCA	1 2 4	62	0	0	62	100.0	0.0	0.0	0	0	vacri	69.0
vacri	CACCA	5	vacri	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	151	0	vacri	69.0
vai	CAA	3	vajni	CACCA	1 2 5	35	28	93	156	0.0	0.0	0.0	0	0	vajni	192.0
vaj	CAC	3	vajni	CACCA	1 2 3	34	0	0	34	100.0	0.0	0.0	0	0	vajni	192.0
vajni	CACCA	5	vajni	CACCA	1 2 3 4 5	2	0	0	2	100.0	0.0	0.0	431	0	vajni	192.0
vajn	CACC	4	vajni	CACCA	1 2 3 4	0	0	0	0				0	0	vajni	192.0
vla	CCA	3	valsi	CACCA	1 3 2	282	50	2656	2988	0.0	0.0	0.0	0	0	valsi	2992.0
val	CAC	3	valsi	CACCA	1 2 3	4	0	0	4	100.0	0.0	0.0	0	0	valsi	2992.0
vals	CACC	4	valsi	CACCA	1 2 3 4	0	0	0	0				0	0	valsi	2992.0
valsi	CACCA	5	valsi	CACCA	1 2 3 4 5	0	0	0	0				1332	0	valsi	2992.0
va'i	CAA	3	vamji	CACCA	1 2 5	0	0	23	23	0.0	0.0	100.0	0	0	vamji	26.0
vam	CAC	3	vamji	CACCA	1 2 3	3	0	0	3	100.0	0.0	0.0	0	0	vamji	26.0
vamji	CACCA	5	vamji	CACCA	1 2 3 4 5	0	0	0	0				96	0	vamji	26.0
vat	CAC	3	vamtu	CACCA	1 2 4	12	0	0	12	100.0	0.0	0.0	0	0	vamtu	15.0
vamtu	CACCA	5	vamtu	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	18	0	vamtu	15.0
vanbi	CACCA	5	vanbi	CACCA	1 2 3 4 5	0	0	14	14	0.0	0.0	100.0	102	0	vanbi	14.0
vac	CAC	3	vanci	CACCA	1 2 4	11	0	0	11	100.0	0.0	0.0	0	0	vanci	18.0
vanci	CACCA	5	vanci	CACCA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	99	0	vanci	18.0
vanc	CACC	4	vanci	CACCA	1 2 3 4	0	0	0	0				0	0	vanci	18.0
van	CAC	3	vanju	CACCA	1 2 3	38	0	0	38	100.0	0.0	0.0	0	0	vanju	44.0
vanju	CACCA	5	vanju	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	32	0	vanju	44.0
vau	CAA	3	vasru	CACCA	1 2 5	3	1	89	93	0.0	0.0	0.0	0	0	vasru	99.0
vas	CAC	3	vasru	CACCA	1 2 3	3	3	0	6	0.0	0.0	0.0	0	0	vasru	99.0
vasru	CACCA	5	vasru	CACCA	1 2 3 4 5	0	0	0	0				375	0	vasru	99.0
va'u	CAA	3	vasxu	CACCA	1 2 5	10	5	53	68	0.0	0.0	0.0	0	0	vasxu	105.0
vax	CAC	3	vasxu	CACCA	1 2 4	35	2	0	37	0.0	0.0	0.0	0	0	vasxu	105.0
vasx	CACC	4	vasxu	CACCA	1 2 3 4	0	0	0	0				0	0	vasxu	105.0
vasxu	CACCA	5	vasxu	CACCA	1 2 3 4 5	0	0	0	0				54	0	vasxu	105.0
vel	CAC	3	ve	CA	1 2 	917	76	1	994	0.0	0.0	0.0	0	0	ve	994.0
ve'u	CAA	3	vecnu	CACCA	1 2 5	2	0	115	117	0.0	0.0	0.0	0	0	vecnu	212.0
ven	CAC	3	vecnu	CACCA	1 2 4	67	12	0	79	0.0	0.0	0.0	0	0	vecnu	212.0
vecnu	CACCA	5	vecnu	CACCA	1 2 3 4 5	0	0	16	16	0.0	0.0	100.0	347	0	vecnu	212.0
velma	CACCA	5	velma	CACCA	1 2 3 4 5	0	0	0	0				0	0	velma	0.0
vef	CAC	3	venfu	CACCA	1 2 4	54	0	0	54	100.0	0.0	0.0	0	0	venfu	57.0
venfu	CACCA	5	venfu	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	49	0	venfu	57.0
ves	CAC	3	vensa	CACCA	1 2 4	14	2	0	16	0.0	0.0	0.0	0	0	vensa	18.0
vensa	CACCA	5	vensa	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	28	0	vensa	18.0
vens	CACC	4	vensa	CACCA	1 2 3 4	0	0	0	0				0	0	vensa	18.0
ver	CAC	3	verba	CACCA	1 2 3	33	3	0	36	0.0	0.0	0.0	0	0	verba	48.0
ve'a	CAA	3	verba	CACCA	1 2 5	0	0	12	12	0.0	0.0	100.0	0	0	verba	48.0
verba	CACCA	5	verba	CACCA	1 2 3 4 5	0	0	0	0				468	0	verba	48.0
viz	CAC	3	vi	CA	1 2 	41	5	4	50	0.0	0.0	0.0	0	0	vi	50.0
vib	CAC	3	vibna	CACCA	1 2 3	11	0	0	11	100.0	0.0	0.0	0	0	vibna	12.0
vibna	CACCA	5	vibna	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	16	0	vibna	12.0
vidn	CACC	4	vidni	CACCA	1 25 3 4	46	0	0	46	100.0	0.0	0.0	0	0	vidni	51.0
vidni	CACCA	5	vidni	CACCA	1 25 3 4 25	0	0	5	5	0.0	0.0	100.0	97	0	vidni	51.0
vir	CAC	3	vidru	CACCA	1 2 4	5	0	0	5	100.0	0.0	0.0	0	0	vidru	7.0
vidru	CACCA	5	vidru	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	7	0	vidru	7.0
vifne	CACCA	5	vifne	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	23	0	vifne	6.0
vif	CAC	3	vifne	CACCA	1 2 3	2	0	0	2	100.0	0.0	0.0	0	0	vifne	6.0
vi'i	CAA	3	vikmi	CACCA	1 25 25	0	0	20	20	0.0	0.0	100.0	0	0	vikmi	32.0
vim	CAC	3	vikmi	CACCA	1 25 4	12	0	0	12	100.0	0.0	0.0	0	0	vikmi	32.0
vik	CAC	3	viknu	CACCA	1 2 3	6	5	0	11	0.0	0.0	0.0	0	0	viknu	15.0
viknu	CACCA	5	viknu	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	14	0	viknu	15.0
vi'u	CAA	3	vimcu	CACCA	1 2 5	0	0	94	94	0.0	0.0	100.0	0	0	vimcu	97.0
vic	CAC	3	vimcu	CACCA	1 2 4	3	0	0	3	100.0	0.0	0.0	0	0	vimcu	97.0
vimc	CACC	4	vimcu	CACCA	1 2 3 4	0	0	0	0				0	0	vimcu	97.0
vimcu	CACCA	5	vimcu	CACCA	1 2 3 4 5	0	0	0	0				170	0	vimcu	97.0
vid	CAC	3	vindu	CACCA	1 2 4	10	0	0	10	100.0	0.0	0.0	0	0	vindu	12.0
vindu	CACCA	5	vindu	CACCA	1 2 3 4 5	0	1	1	2	0.0	0.0	0.0	36	0	vindu	12.0
vij	CAC	3	vinji	CACCA	1 25 4	24	0	0	24	100.0	0.0	0.0	0	0	vinji	44.0
vinji	CACCA	5	vinji	CACCA	1 25 3 4 25	2	0	18	20	0.0	0.0	0.0	59	0	vinji	44.0
vinj	CACC	4	vinji	CACCA	1 25 3 4	0	0	0	0				0	0	vinji	44.0
vip	CAC	3	vipsi	CACCA	1 25 3	3	0	0	3	100.0	0.0	0.0	0	0	vipsi	6.0
vipsi	CACCA	5	vipsi	CACCA	1 25 3 4 25	0	0	3	3	0.0	0.0	100.0	24	0	vipsi	6.0
vri	CCA	3	virnu	CACCA	1 3 2	14	20	28	62	0.0	0.0	0.0	0	0	virnu	62.0
vi'a	CAA	3	viska	CACCA	1 2 5	37	4	72	113	0.0	0.0	0.0	0	0	viska	231.0
vis	CAC	3	viska	CACCA	1 2 3	93	6	0	99	0.0	0.0	0.0	0	0	viska	231.0
viska	CACCA	5	viska	CACCA	1 2 3 4 5	19	0	0	19	100.0	0.0	0.0	1407	0	viska	231.0
visk	CACC	4	viska	CACCA	1 2 3 4	0	0	0	0				0	0	viska	231.0
vit	CAC	3	vitci	CACCA	1 25 3	4	0	0	4	100.0	0.0	0.0	0	0	vitci	6.0
vitci	CACCA	5	vitci	CACCA	1 25 3 4 25	0	0	2	2	0.0	0.0	100.0	7	0	vitci	6.0
vi'e	CAA	3	vitke	CACCA	1 2 5	16	0	19	35	0.0	0.0	0.0	0	0	vitke	35.0
vitk	CACC	4	vitke	CACCA	1 2 3 4	0	0	0	0				0	0	vitke	35.0
vitku	CACCA	5	vitku	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	0	0	vitku	1.0
vi'o	CAA	3	vitno	CACCA	1 2 5	20	0	20	40	0.0	0.0	0.0	0	0	vitno	40.0
vitn	CACC	4	vitno	CACCA	1 2 3 4	0	0	0	0				0	0	vitno	40.0
vitno	CACCA	5	vitno	CACCA	1 2 3 4 5	0	0	0	0				140	0	vitno	40.0
lag	CAC	3	vlagi	CCACA	2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	vlagi	6.0
vlagi	CCACA	5	vlagi	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	26	0	vlagi	6.0
vil	CAC	3	vlile	CCACA	1 3 24	57	8	0	65	0.0	0.0	0.0	0	0	vlile	78.0
vlile	CCACA	5	vlile	CCACA	1 24 3 24 5	7	0	6	13	0.0	0.0	0.0	84	0	vlile	78.0
vlin	CCAC	4	vlina	CCACA	1 2 3 4	9	0	0	9	100.0	0.0	0.0	0	0	vlina	16.0
vlina	CCACA	5	vlina	CCACA	1 2 3 4 5	0	0	7	7	0.0	0.0	100.0	22	0	vlina	16.0
vli	CCA	3	vlipa	CCACA	1 2 3	101	11	30	142	0.0	0.0	0.0	0	0	vlipa	142.0
vlipa	CCACA	5	vlipa	CCACA	1 2 3 4 5	0	0	0	0				157	0	vlipa	142.0
von	CAC	3	vo	CA	1 2 	37	2	0	39	0.0	0.0	0.0	0	0	vo	39.0
voi	CAA	3	vofli	CACCA	1 2 5	27	0	8	35	0.0	0.0	0.0	0	0	vofli	44.0
vol	CAC	3	vofli	CACCA	1 2 4	9	0	0	9	100.0	0.0	0.0	0	0	vofli	44.0
vok	CAC	3	voksa	CACCA	1 2 3	20	20	0	40	0.0	0.0	0.0	0	0	voksa	59.0
vo'a	CAA	3	voksa	CACCA	1 2 5	0	9	10	19	0.0	0.0	0.0	0	0	voksa	59.0
voks	CACC	4	voksa	CACCA	1 2 3 4	0	0	0	0				0	0	voksa	59.0
voksa	CACCA	5	voksa	CACCA	1 2 3 4 5	0	0	0	0				228	0	voksa	59.0
vro	CCA	3	vorme	CACCA	1 3 2	61	6	115	182	0.0	0.0	0.0	0	0	vorme	182.0
vor	CAC	3	vorme	CACCA	1 2 3	0	0	0	0				0	0	vorme	182.0
vra	CCA	3	vraga	CCACA	1 2 35	0	14	25	39	0.0	0.0	0.0	0	0	vraga	55.0
va'a	CAA	3	vraga	CCACA	1 35 35	0	0	16	16	0.0	0.0	100.0	0	0	vraga	55.0
vei	CAA	3	vreji	CCACA	1 3 5	10	27	64	101	0.0	0.0	0.0	0	0	vreji	126.0
rej	CAC	3	vreji	CCACA	2 3 4	25	0	0	25	100.0	0.0	0.0	0	0	vreji	126.0
vrej	CCAC	4	vreji	CCACA	1 2 3 4	0	0	0	0				0	0	vreji	126.0
vre	CCA	3	vreta	CCACA	1 2 3	18	2	23	43	0.0	0.0	0.0	0	0	vreta	43.0
vric	CCAC	4	vrici	CCACA	1 2 35 4	11	0	0	11	100.0	0.0	0.0	0	0	vrici	19.0
vrici	CCACA	5	vrici	CCACA	1 2 35 4 35	0	0	8	8	0.0	0.0	100.0	241	0	vrici	19.0
vu'e	CAA	3	vrude	CCACA	1 3 5	7	0	45	52	0.0	0.0	0.0	0	14	vrude	57.0
vud	CAC	3	vrude	CCACA	1 3 4	5	0	0	5	100.0	0.0	0.0	0	0	vrude	57.0
vrude	CCACA	5	vrude	CCACA	1 2 3 4 5	0	0	0	0				68	0	vrude	57.0
vus	CAC	3	vrusi	CCACA	1 3 4	84	0	0	84	100.0	0.0	0.0	0	0	vrusi	94.0
vu'i	CAA	3	vrusi	CCACA	1 3 5	4	0	6	10	0.0	0.0	0.0	0	0	vrusi	94.0
vuz	CAC	3	vu	CA	1 2 	23	10	0	33	0.0	0.0	0.0	0	0	vu	33.0
vur	CAC	3	vukro	CACCA	1 2 4	1	0	0	1	100.0	0.0	0.0	0	0	vukro	2.0
vu'o	CAA	3	vukro	CACCA	1 2 5	0	0	1	1	0.0	0.0	100.0	0	0	vukro	2.0
xav	CAC	3	xa	CA	1 2 	13	0	0	13	100.0	0.0	0.0	0	0	xa	13.0
xa'u	CAA	3	xabju	CACCA	1 2 5	45	2	76	123	0.0	0.0	0.0	0	0	xabju	125.0
xabju	CACCA	5	xabju	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	633	0	xabju	125.0
xabj	CACC	4	xabju	CACCA	1 2 3 4	0	0	0	0				0	0	xabju	125.0
xab	CAC	3	xadba	CACCA	1 25 4	34	0	0	34	100.0	0.0	0.0	0	0	xadba	50.0
xadba	CACCA	5	xadba	CACCA	1 25 3 4 25	0	0	16	16	0.0	0.0	100.0	56	0	xadba	50.0
xad	CAC	3	xadni	CACCA	1 2 3	66	3	0	69	0.0	0.0	0.0	0	0	xadni	78.0
xadni	CACCA	5	xadni	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	210	0	xadni	78.0
xagji	CACCA	5	xagji	CACCA	1 2 3 4 5	4	0	18	22	0.0	0.0	0.0	109	0	xagji	22.0
xagri	CACCA	5	xagri	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	5	0	xagri	5.0
xagr	CACC	4	xagri	CACCA	1 2 3 4	0	1	0	1	0.0	100.0	0.0	0	0	xagri	5.0
xam	CAC	3	xajmi	CACCA	1 2 4	50	16	0	66	0.0	0.0	0.0	0	0	xajmi	87.0
xajmi	CACCA	5	xajmi	CACCA	1 2 3 4 5	2	0	19	21	0.0	0.0	0.0	176	0	xajmi	87.0
xajm	CACC	4	xajmi	CACCA	1 2 3 4	0	0	0	0				0	0	xajmi	87.0
xaksu	CACCA	5	xaksu	CACCA	1 2 3 4 5	0	0	50	50	0.0	0.0	100.0	107	0	xaksu	67.0
xak	CAC	3	xaksu	CACCA	1 2 3	0	17	0	17	0.0	100.0	0.0	0	0	xaksu	67.0
xalbo	CACCA	5	xalbo	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	32	0	xalbo	1.0
xal	CAC	3	xalka	CACCA	1 25 3	23	20	0	43	0.0	0.0	0.0	0	0	xalka	47.0
xalka	CACCA	5	xalka	CACCA	1 25 3 4 25	0	0	4	4	0.0	0.0	100.0	60	0	xalka	47.0
xalni	CACCA	5	xalni	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	68	0	xalni	1.0
xau	CAA	3	xamgu	CACCA	1 2 5	365	60	128	553	0.0	0.0	0.0	0	0	xamgu	704.0
xag	CAC	3	xamgu	CACCA	1 2 4	151	0	0	151	100.0	0.0	0.0	0	0	xamgu	704.0
xamg	CACC	4	xamgu	CACCA	1 2 3 4	0	0	0	0				0	0	xamgu	704.0
xamgu	CACCA	5	xamgu	CACCA	1 2 3 4 5	0	0	0	0				1059	0	xamgu	704.0
xa'o	CAA	3	xampo	CACCA	1 2 5	0	0	2	2	0.0	0.0	100.0	0	0	xampo	2.0
xas	CAC	3	xamsi	CACCA	1 2 4	125	2	0	127	0.0	0.0	0.0	0	0	xamsi	141.0
xamsi	CACCA	5	xamsi	CACCA	1 2 3 4 5	0	0	14	14	0.0	0.0	100.0	146	0	xamsi	141.0
xan	CAC	3	xance	CACCA	1 2 3	143	58	0	201	0.0	0.0	0.0	0	0	xance	245.0
xa'e	CAA	3	xance	CACCA	1 2 5	0	4	40	44	0.0	0.0	0.0	0	0	xance	245.0
xanc	CACC	4	xance	CACCA	1 2 3 4	0	0	0	0				0	0	xance	245.0
xance	CACCA	5	xance	CACCA	1 2 3 4 5	0	0	0	0				289	0	xance	245.0
xank	CACC	4	xanka	CACCA	1 25 3 4	6	0	0	6	100.0	0.0	0.0	0	0	xanka	8.0
xanka	CACCA	5	xanka	CACCA	1 25 3 4 25	0	0	2	2	0.0	0.0	100.0	171	0	xanka	8.0
xar	CAC	3	xanri	CACCA	1 2 4	101	1	0	102	0.0	0.0	0.0	0	0	xanri	133.0
xanri	CACCA	5	xanri	CACCA	1 2 3 4 5	1	0	30	31	0.0	0.0	0.0	180	0	xanri	133.0
xant	CACC	4	xanto	CACCA	1 2 3 4	18	0	0	18	100.0	0.0	0.0	0	0	xanto	23.0
xanto	CACCA	5	xanto	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	105	0	xanto	23.0
xac	CAC	3	xarci	CACCA	1 2 4	76	0	0	76	100.0	0.0	0.0	0	0	xarci	144.0
xa'i	CAA	3	xarci	CACCA	1 2 5	2	0	66	68	0.0	0.0	0.0	0	0	xarci	144.0
xarju	CACCA	5	xarju	CACCA	1 2 3 4 5	0	0	25	25	0.0	0.0	100.0	30	0	xarju	34.0
xaj	CAC	3	xarju	CACCA	1 2 4	9	0	0	9	100.0	0.0	0.0	0	0	xarju	34.0
xarnu	CACCA	5	xarnu	CACCA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	32	0	xarnu	15.0
xarn	CACC	4	xarnu	CACCA	1 2 3 4	7	0	0	7	100.0	0.0	0.0	0	0	xarnu	15.0
xasl	CACC	4	xasli	CACCA	1 2 3 4	3	0	0	3	100.0	0.0	0.0	0	0	xasli	4.0
xasli	CACCA	5	xasli	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	65	0	xasli	4.0
xasne	CACCA	5	xasne	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	31	0	xasne	2.0
xa'a	CAA	3	xatra	CACCA	1 25 25	4	0	73	77	0.0	0.0	0.0	0	0	xatra	77.0
xatra	CACCA	5	xatra	CACCA	1 25 3 4 25	0	0	0	0				147	0	xatra	77.0
xatsi	CACCA	5	xatsi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	xatsi	2.0
zdo	CCA	3	xazdo	CACCA	3 4 5	3	5	12	20	0.0	0.0	0.0	0	0	xazdo	20.0
xaz	CAC	3	xazdo	CACCA	1 2 3	0	0	0	0				0	0	xazdo	20.0
xazd	CACC	4	xazdo	CACCA	1 2 3 4	0	0	0	0				0	0	xazdo	20.0
